array_index,pair_key,donor_smiles,acceptor_smiles,PCE,n_source_records,PCE_min,PCE_max,aggregation_rule,donor_scaffold,acceptor_scaffold,pair_scaffold_key
152,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3,10.77,1,10.77,10.77,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
153,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(SC(C4=C5C6=C(C7=C(N6CC(CCC)CCCC)C8=C(C=C(S8)/C=C9C(C%10=CC(F)=C(C=C%10C\9=C(C#N)\C#N)F)=O)S7)C%11=NN(N=C4%11)CC(CC)CCCC)=C%12N5CC(CCCC)CC)=C%12S3,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(SC(C4=C5C6=C(C7=C(N6CC(CCC)CCCC)C8=C(C=C(S8)/C=C9C(C%10=CC(F)=C(C=C%10C\9=C(C#N)\C#N)F)=O)S7)C%11=NN(N=C4%11)CC(CC)CCCC)=C%12N5CC(CCCC)CC)=C%12S3,14.0,1,14.0,14.0,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c([nH]c5c6[nH]c7c8sc(C=C9C(=C)c%10ccccc%10C9=O)cc8sc7c6c6n[nH]nc6c54)c3s2)C(=O)c2ccccc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c([nH]c5c6[nH]c7c8sc(C=C9C(=C)c%10ccccc%10C9=O)cc8sc7c6c6n[nH]nc6c54)c3s2)C(=O)c2ccccc21
154,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||c1(c(cc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)Cl)Cl,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,c1(c(cc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)Cl)Cl,12.01,2,12.01,12.01,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3c4c(sc23)-c2sc3cc(C=C5C(=C)c6ccccc6C5=O)sc3c2C4(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3c4c(sc23)-c2sc3cc(C=C5C(=C)c6ccccc6C5=O)sc3c2C4(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
155,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,13.4,4,10.24,13.4,maximum,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1C2=CCC=C2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
157,CC1=CC=C(S1)C2=C(C(F)=C(C3=NC(C4=CC(F)=C(S4)CC(CC)CC)=C(N=C23)C5=CC(F)=C(S5)CC(CC)CC)C6=CC=C(S6)C7=CC8=C(C9=C(C(C%10=CC=C(S%10)CC(CC)CC)=C8S7)C=C(C)S9)C%11=CC=C(S%11)CC(CC)CC)F||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=C(CCCCCC)C=C4)C5=C(S3)C6=C(S5)C(C7=NSN=C7C8=C9N(C%10=CC=C(CCCCCC)C=C%10)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12C%15=CC=C(CCCCCC)C=C%15)=C9N6C%16=CC=C(CCCCCC)C=C%16,CC1=CC=C(S1)C2=C(C(F)=C(C3=NC(C4=CC(F)=C(S4)CC(CC)CC)=C(N=C23)C5=CC(F)=C(S5)CC(CC)CC)C6=CC=C(S6)C7=CC8=C(C9=C(C(C%10=CC=C(S%10)CC(CC)CC)=C8S7)C=C(C)S9)C%11=CC=C(S%11)CC(CC)CC)F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=C(CCCCCC)C=C4)C5=C(S3)C6=C(S5)C(C7=NSN=C7C8=C9N(C%10=CC=C(CCCCCC)C=C%10)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12C%15=CC=C(CCCCCC)C=C%15)=C9N6C%16=CC=C(CCCCCC)C=C%16,13.1,1,13.1,13.1,maximum,c1csc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(-c7cccs7)c7sccc7c(-c7cccs7)c6s5)s4)c3nc2-c2cccs2)c1,C=C1C(=Cc2sc3c(sc4c5c6nsnc6c6c7sc8c(-c9ccccc9)c(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c34)c2-c2ccccc2)C(=O)c2ccccc21,c1csc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(-c7cccs7)c7sccc7c(-c7cccs7)c6s5)s4)c3nc2-c2cccs2)c1||C=C1C(=Cc2sc3c(sc4c5c6nsnc6c6c7sc8c(-c9ccccc9)c(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c34)c2-c2ccccc2)C(=O)c2ccccc21
166,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F||O=C(C(C=CC(C)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(CC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=C4C=C8C(C(C=C9)=CC=C9CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C7)C%15=CC=C(CCCCCC)C=C%15)=C5S3,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F,O=C(C(C=CC(C)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(CC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=C4C=C8C(C(C=C9)=CC=C9CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C7)C%15=CC=C(CCCCCC)C=C%15)=C5S3,7.2,1,7.2,7.2,maximum,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)cc2)c1,C=C1C(=Cc2cc3c(s2)C2=C(C3)c3cc4c(cc3C2(c2ccccc2)c2ccccc2)-c2sc3cc(C=C5C(=C)c6ccccc6C5=O)sc3c2C4(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)cc2)c1||C=C1C(=Cc2cc3c(s2)C2=C(C3)c3cc4c(cc3C2(c2ccccc2)c2ccccc2)-c2sc3cc(C=C5C(=C)c6ccccc6C5=O)sc3c2C4(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
167,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F||O=C(C1=C2C(C3=O)=CC=C(C4=CC=C(S4)/C(C#N)=C/C5=CC(OCCCCCC)=C(C=C5OCCCCCC)/C=C(C6=CC=C(S6)C7=CC=C8C9=C(C(N(C8=O)CC(CC)CCCC)=O)C=CC=C79)\C#N)C2=CC=C1)N3CC(CC)CCCC,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F,O=C(C1=C2C(C3=O)=CC=C(C4=CC=C(S4)/C(C#N)=C/C5=CC(OCCCCCC)=C(C=C5OCCCCCC)/C=C(C6=CC=C(S6)C7=CC=C8C9=C(C(N(C8=O)CC(CC)CCCC)=O)C=CC=C79)\C#N)C2=CC=C1)N3CC(CC)CCCC,7.64,1,7.64,7.64,maximum,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)cc2)c1,O=C1NC(=O)c2ccc(-c3ccc(C=Cc4ccc(C=Cc5ccc(-c6ccc7c8c(cccc68)C(=O)NC7=O)s5)cc4)s3)c3cccc1c23,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)cc2)c1||O=C1NC(=O)c2ccc(-c3ccc(C=Cc4ccc(C=Cc5ccc(-c6ccc7c8c(cccc68)C(=O)NC7=O)s5)cc4)s3)c3cccc1c23
168,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F||S=C(N(C/1=O)CC)SC1=C/C(S2)=CC=C2C(C3=NSN=C3C(C4=CC=C(S4)/C=C5SC(N(C\5=O)CC)=S)=C6OCCCCCC)=C6OCCCCCC,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F,S=C(N(C/1=O)CC)SC1=C/C(S2)=CC=C2C(C3=NSN=C3C(C4=CC=C(S4)/C=C5SC(N(C\5=O)CC)=S)=C6OCCCCCC)=C6OCCCCCC,6.9,1,6.9,6.9,maximum,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)cc2)c1,O=C1NC(=S)SC1=Cc1ccc(-c2ccc(-c3ccc(C=C4SC(=S)NC4=O)s3)c3nsnc23)s1,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)cc2)c1||O=C1NC(=S)SC1=Cc1ccc(-c2ccc(-c3ccc(C=C4SC(=S)NC4=O)s3)c3nsnc23)s1
169,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F||S=C(N(C/1=O)CC)SC1=C\C(C2=NSN=C32)=CC=C3C4=CC(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(C%13=CC=C(C%14=NSN=C%13%14)/C=C%15SC(N(C/%15=O)CC)=S)S%10)C=C85)S4,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F,S=C(N(C/1=O)CC)SC1=C\C(C2=NSN=C32)=CC=C3C4=CC(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(C%13=CC=C(C%14=NSN=C%13%14)/C=C%15SC(N(C/%15=O)CC)=S)S%10)C=C85)S4,5.16,1,5.16,5.16,maximum,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)cc2)c1,O=C1NC(=S)SC1=Cc1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(-c3ccc(C=C5SC(=S)NC5=O)c5nsnc35)cc2C4(c2ccccc2)c2ccccc2)c2nsnc12,c1csc(-c2ccc(-c3ccc(-c4cccc5nsnc45)s3)cc2)c1||O=C1NC(=S)SC1=Cc1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(-c3ccc(C=C5SC(=S)NC5=O)c5nsnc35)cc2C4(c2ccccc2)c2ccccc2)c2nsnc12
175,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,11.38,1,11.38,11.38,maximum,c1csc(-c2cc3sc(-c4ccc(-c5cc6c(-c7cccs7)c7sccc7c(-c7cccs7)c6s5)s4)cc3s2)c1,C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21,c1csc(-c2cc3sc(-c4ccc(-c5cc6c(-c7cccs7)c7sccc7c(-c7cccs7)c6s5)s4)cc3s2)c1||C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21
176,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%14=C(C=C(S%14)/C=C%15C(C%16=CC=CC=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%14=C(C=C(S%14)/C=C%15C(C%16=CC=CC=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3,11.03,1,11.03,11.03,maximum,c1csc(-c2cc3sc(-c4ccc(-c5cc6c(-c7cccs7)c7sccc7c(-c7cccs7)c6s5)s4)cc3s2)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3c4c(sc23)-c2sc3cc(C=C5C(=C)c6ccccc6C5=O)sc3c2C4(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,c1csc(-c2cc3sc(-c4ccc(-c5cc6c(-c7cccs7)c7sccc7c(-c7cccs7)c6s5)s4)cc3s2)c1||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2c-4sc3c4c(sc23)-c2sc3cc(C=C5C(=C)c6ccccc6C5=O)sc3c2C4(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
177,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,9.67,1,9.67,9.67,maximum,c1csc(-c2cc3sc(-c4ccc(-c5cc6c(-c7cccs7)c7sccc7c(-c7cccs7)c6s5)s4)cc3s2)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,c1csc(-c2cc3sc(-c4ccc(-c5cc6c(-c7cccs7)c7sccc7c(-c7cccs7)c6s5)s4)cc3s2)c1||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
186,CCCCCCCCC(CCCCCC)CC(S1)=CC=C1C2=C(C=CS3)C3=C(C4=CC=C(CC(CCCCCCCC)CCCCCC)S4)C5=C2SC(C6=CC=C(C7=CC=C(C8=CC=CS8)C9=NN(CCCCCCCC)N=C79)S6)C5||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,CCCCCCCCC(CCCCCC)CC(S1)=CC=C1C2=C(C=CS3)C3=C(C4=CC=C(CC(CCCCCCCC)CCCCCC)S4)C5=C2SC(C6=CC=C(C7=CC=C(C8=CC=CS8)C9=NN(CCCCCCCC)N=C79)S6)C5,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,4.8,1,4.8,4.8,maximum,c1csc(-c2c3c(c(-c4cccs4)c4sccc24)CC(c2ccc(-c4ccc(-c5cccs5)c5n[nH]nc45)s2)S3)c1,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,c1csc(-c2c3c(c(-c4cccs4)c4sccc24)CC(c2ccc(-c4ccc(-c5cccs5)c5n[nH]nc45)s2)S3)c1||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
