array_index,pair_key,donor_smiles,acceptor_smiles,PCE,n_source_records,PCE_min,PCE_max,aggregation_rule,donor_scaffold,acceptor_scaffold,pair_scaffold_key
280,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C/1=C\C2=CC3=C(S2)C(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=CC8=C(C=C74)C9=C(C%10=C(S9)C=C(/C=C%11C(C%12=CC=C(Cl)C=C%12C\%11=C(C#N)/C#N)=O)S%10)C8(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(Cl)C=C%15C1=C(C#N)/C#N,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C/1=C\C2=CC3=C(S2)C(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=CC8=C(C=C74)C9=C(C%10=C(S9)C=C(/C=C%11C(C%12=CC=C(Cl)C=C%12C\%11=C(C#N)/C#N)=O)S%10)C8(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(Cl)C=C%15C1=C(C#N)/C#N,13.74,1,13.74,13.74,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
281,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=C(C/2=C(C#N)/C#N)C=C([Cl])S1)C2=C/C3=CC4=C(C5=C(S4)C(C(C5(CCCCCCCCC)CCCCCCCCC)=C6)=CC(C7(CCCCCCCCC)CCCCCCCCC)=C6C8=C7C9=C(C=C(S9)/C=C%10C(C(CC(Cl)=C%11)=C%11C\%10=C(C#N)\C#N)=O)S8)S3,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=C(C/2=C(C#N)/C#N)C=C([Cl])S1)C2=C/C3=CC4=C(C5=C(S4)C(C(C5(CCCCCCCCC)CCCCCCCCC)=C6)=CC(C7(CCCCCCCCC)CCCCCCCCC)=C6C8=C7C9=C(C=C(S9)/C=C%10C(C(CC(Cl)=C%11)=C%11C\%10=C(C#N)\C#N)=O)S8)S3,12.7,1,12.7,12.7,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3sc4c(c3s2)Cc2cc3c(cc2-4)Cc2c-3sc3cc(C=C4C(=C)c5ccsc5C4=O)sc23)C(=O)C2=C1C=CC2,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3sc4c(c3s2)Cc2cc3c(cc2-4)Cc2c-3sc3cc(C=C4C(=C)c5ccsc5C4=O)sc23)C(=O)C2=C1C=CC2
282,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=C(C/2=C(C#N)/C#N)C=C([H])S1)C2=C/C3=CC4=C(C5=C(S4)C(C(C5(CCCCCCCCC)CCCCCCCCC)=C6)=CC(C7(CCCCCCCCC)CCCCCCCCC)=C6C8=C7C9=C(C=C(S9)/C=C%10C(C(CC([H])=C%11)=C%11C\%10=C(C#N)\C#N)=O)S8)S3,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=C(C/2=C(C#N)/C#N)C=C([H])S1)C2=C/C3=CC4=C(C5=C(S4)C(C(C5(CCCCCCCCC)CCCCCCCCC)=C6)=CC(C7(CCCCCCCCC)CCCCCCCCC)=C6C8=C7C9=C(C=C(S9)/C=C%10C(C(CC([H])=C%11)=C%11C\%10=C(C#N)\C#N)=O)S8)S3,10.8,1,10.8,10.8,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3sc4c(c3s2)Cc2cc3c(cc2-4)Cc2c-3sc3cc(C=C4C(=C)c5ccsc5C4=O)sc23)C(=O)C2=C1C=CC2,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3sc4c(c3s2)Cc2cc3c(cc2-4)Cc2c-3sc3cc(C=C4C(=C)c5ccsc5C4=O)sc23)C(=O)C2=C1C=CC2
283,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=C(C/2=C(C#N)/C#N)C=CS1)C2=C/C3=CC(SC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=C4C=C8C(C(C=C9)=CC=C9CCCCCC)(C%10=C(C8=C7)SC%11=C%10SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CS%13)=O)=C%11)C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)=C5S3,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=C(C/2=C(C#N)/C#N)C=CS1)C2=C/C3=CC(SC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=C4C=C8C(C(C=C9)=CC=C9CCCCCC)(C%10=C(C8=C7)SC%11=C%10SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CS%13)=O)=C%11)C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)=C5S3,9.51,1,9.51,9.51,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccsc5C4=O)sc23)C(=O)c2sccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccsc5C4=O)sc23)C(=O)c2sccc21
284,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=C(C=C(C=CC=C2)C2=C1)C/3=C(C#N)\C#N)C3=C/C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C(C=C7)=CC=C7CCCCCC)=C(C8=CC(C(C9=CC=C(C=C9)CCCCCC)(C%10=C%11SC(/C=C%12C(C%13=C(C=C(C=CC=C%14)C%14=C%13)C\%12=C(C#N)\C#N)=O)=C%10)C%15=CC=C(C=C%15)CCCCCC)=C%11C=C58)S4,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=C(C=C(C=CC=C2)C2=C1)C/3=C(C#N)\C#N)C3=C/C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C(C=C7)=CC=C7CCCCCC)=C(C8=CC(C(C9=CC=C(C=C9)CCCCCC)(C%10=C%11SC(/C=C%12C(C%13=C(C=C(C=CC=C%14)C%14=C%13)C\%12=C(C#N)\C#N)=O)=C%10)C%15=CC=C(C=C%15)CCCCCC)=C%11C=C58)S4,12.2,1,12.2,12.2,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c5cc6ccccc6cc5C3=O)cc2C4(c2ccccc2)c2ccccc2)C(=O)c2cc3ccccc3cc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c5cc6ccccc6cc5C3=O)cc2C4(c2ccccc2)c2ccccc2)C(=O)c2cc3ccccc3cc21
285,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(CCCCCCCC)=C(C4=CC5=C(C(C=C6C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C(SC(C%10=C(CCCCCCCC)C=C(/C=C%11C(C%12=C(C=C(F)C(F)=C%12)C\%11=C(C#N)\C#N)=O)S%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)S4)S3,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(CCCCCCCC)=C(C4=CC5=C(C(C=C6C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C(SC(C%10=C(CCCCCCCC)C=C(/C=C%11C(C%12=C(C=C(F)C(F)=C%12)C\%11=C(C#N)\C#N)=O)S%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)S4)S3,10.8,1,10.8,10.8,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccccc3)c3ccccc3)-c3sc(-c4ccc(C=C6C(=C)c7ccccc7C6=O)s4)cc3C5(c3ccccc3)c3ccccc3)s2)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccccc3)c3ccccc3)-c3sc(-c4ccc(C=C6C(=C)c7ccccc7C6=O)s4)cc3C5(c3ccccc3)c3ccccc3)s2)C(=O)c2ccccc21
286,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3,12.87,1,12.87,12.87,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
287,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)S)C2=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C(S5)=C4C=C5C(C(F)=C(C(C6=CC(C(CC(CCCC)CC)(CC(CCCC)CC)C7=C8SC(/C=C9C(C%10=CC(F)=C(C=C%10C\9=C(C#N)\C#N)F)=O)=C7)=C8S6)=C%11F)O[Mg])=C%11O[Mg],FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)S)C2=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C(S5)=C4C=C5C(C(F)=C(C(C6=CC(C(CC(CCCC)CC)(CC(CCCC)CC)C7=C8SC(/C=C9C(C%10=CC(F)=C(C=C%10C\9=C(C#N)\C#N)F)=O)=C7)=C8S6)=C%11F)O[Mg])=C%11O[Mg],8.36,1,8.36,8.36,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3c(s2)-c2sc(-c4ccc(-c5cc6c(s5)-c5sc(C=C7C(=C)c8ccccc8C7=O)cc5C6)cc4)cc2C3)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3c(s2)-c2sc(-c4ccc(-c5cc6c(s5)-c5sc(C=C7C(=C)c8ccccc8C7=O)cc5C6)cc4)cc2C3)C(=O)c2ccccc21
288,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,10.5,2,10.42,10.5,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21
289,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(CC(CCCC)CC)=C(S3)C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(C=C%12)CCCCCC)C=C(C%13=C(CC(CC)CCCC)C=C(/C=C%14C(C%15=CC=CC=C%15C\%14=C(C#N)\C#N)=O)S%13)S%10)C=C85)S4,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(CC(CCCC)CC)=C(S3)C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(C=C%12)CCCCCC)C=C(C%13=C(CC(CC)CCCC)C=C(/C=C%14C(C%15=CC=CC=C%15C\%14=C(C#N)\C#N)=O)S%13)S%10)C=C85)S4,3.8,1,3.8,3.8,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccccc3)c3ccccc3)-c3sc(-c4ccc(C=C6C(=C)c7ccccc7C6=O)s4)cc3C5(c3ccccc3)c3ccccc3)s2)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccccc3)c3ccccc3)-c3sc(-c4ccc(C=C6C(=C)c7ccccc7C6=O)s4)cc3C5(c3ccccc3)c3ccccc3)s2)C(=O)c2ccccc21
290,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC||O=C1C(/C(C2=C1C=C(F)C=C2)=C(C#N)/C#N)=C\C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C(C=C6C7=C8C9=C(C=C(S9)/C=C%10C(C(C(F)=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)S7)=C%12C=C6C8(C%13=CC=C(C=C%13)CCCCCC)C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)=C%12S4,FC(C=C(C1=C2SC=CC2=C(C3=CC(F)=C(CC(CCCC)CC)S3)C4=C1C=C(C5=CC=C(C6=C(C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C78)=O)=C(C9=CC=CC9)S6)C8=O)S5)S4)S%10)=C%10CC(CC)CCCC,O=C1C(/C(C2=C1C=C(F)C=C2)=C(C#N)/C#N)=C\C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C(C=C6C7=C8C9=C(C=C(S9)/C=C%10C(C(C(F)=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)S7)=C%12C=C6C8(C%13=CC=C(C=C%13)CCCCCC)C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(CCCCCC)C=C%15)=C%12S4,13.68,1,13.68,13.68,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)sc(C3=CC=CC3)c21||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
