donor_smiles,acceptor_smiles,PCE
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,N#C/C(C#N)=C1C(C=CC=C2)=C2C(C/1=C\C(S3)=CC(C4(CCCCCCCC)C5=CC=C(CCCCCC)C=C5)=C3C(C=C67)=C4C=C7C(SC(/C=C8C(C9=C(C\8=C(C#N)\C#N)C=CC=C9)=O)=C%10)=C%10C6(C%11=CC=C(CCCCCC)C=C%11)CCCCCCCC)=O,10.12
CC1=CC(C(C2=CC=C(S2)SC(CC)CCCC)=C3SC(C4=CC(C(OCC(CCCCCC)CCCC)=O)=C(S4)C5=CC=C(S5)C)=CC3=C6C7=CC=C(S7)SC(CCCC)CC)=C6S1,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,10.12
c1cccc2c1n(c1c2ccc(c1)c1sc(cc1)c1ccc(c2c1nsn2)c1sccc1)C(CCCCCCCC)CCCCCCCC,O=C(N(C(C1=CC=C([Se]1)/C=C2S/C(N(C\2=O)CC)=C(C#N)\C#N)=C3C(N4CC(CCCC)CC)=O)CC(CCCC)CC)C3=C4C([Se]5)=CC=C5/C=C(C(N/6CC)=O)\SC6=C(C#N)\C#N,10.12
CC(S1)=C(CCCCC(CC)CC)C=C1C2=NC(S3)=C(S2)N=C3C4=CC(CCCCC(CC)CC)=C(S4)C5=CC(C(S5)=C(C6=C7SC(C)=C6)C8=CC(Cl)=C(S8)CC(CCCC)CC)=C7C9=CC(Cl)=C(CC(CC)CCCC)S9,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,10.1
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(OCCCCCCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC)C=C(C%11=C(OCCCCCCCC)C=C(/C=C%12C(C%13=CC(Cl)=C(C=C%13C\%12=C(C#N)\C#N)Cl)=O)S%11)S8)C=C6C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC)S4)S3,10.1
O=C(C1=C(SC(C2=CC=C(S2)C3=CC(C(C4=CC(F)=C(S4)SCCCCCCCC)=C5SC(C)=CC5=C6C7=CC(F)=C(S7)SCCCCCCCC)=C6S3)=C18)C9=CC=C(S9)C)C%10=C(SC(CCCCCCCC)=C%10C8=O)CCCCCCCC,O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(C7=C4C(C(C8=CC=C(S8)CC(CCCC)CC)=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C9=C%16C%17=CC=C(S%17)CC(CC)CCCC)=C%16S7)S3,10.1
[H]C(C([H])=C(C1=NN(N=C21)CC(CCCCCC)CCCCCCCC)C3=CC=C(C4=CC(C(C5=CC(Cl)=C(S5)CC)=C6SC(C)=CC6=C7C8=CC(Cl)=C(S8)CC)=C7S4)S3)=C2C9=CC=C(C)S9,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N,10.08
CC(C1=NSN=C12)=C(C=C2C(S3)=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C)F,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,10.08
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,C1(=S)N(C(=O)/C(=C/c2c3c(c(cc2)c2sc4c(c2)[C@](c2c4cc4c(c2)c2c([C@]4(C[C@H](CC)CCCC)C[C@@H](CC)CCCC)cc(s2)c2ccc(c4c2nsn4)/C=C/2\SC(=S)N(C2=O)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)nsn3)/S1)CC,10.07
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,CCN(C/1=O)/C(SC1=C/C2=C3SC(C(OCCCCCCCC)=O)=CC3=C(C4=CC5=C(C6=CC(C(C7=C8SC(C9=C%10C=C(C(OCCCCCCCC)=O)SC%10=C(/C=C(C%11=O)\S/C(N%11CC)=C(C#N)/C#N)S9)=C7)(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C8C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(C=C%15)CCCCCC)S4)S2)=C(C#N)/C#N,10.07
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=C([H])C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C([H])C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC,10.06
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,c1ccc2c(c1)C(=C(C#N)C#N)/C(=C/c1cc3c(s1)c1c(C3(CCCCCCCC)CCCCCCCC)cc3c(c1)C(c1c3cc3c(c1)c1c(C3(CCCCCCCC)CCCCCCCC)cc(s1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cccc3)(CCCCCCCC)CCCCCCCC)/C2=O,10.06
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC(C4(C5=CC=C(C=C5)OCCCCCCCC)C6=CC=C(C=C6)OCCCCCCCC)=C(S3)C(C=C78)=C4C=C8C9=CC(C(C%10=CC=C(C=C%10)CCCCCCCCC)(C%11=C%12SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%11)C%15=CC=C(C=C%15)OCCCCCCCC)=C%12C=C9N7CCCCCCCC,10.05
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,[H]C1=CC2=C(C(/C(C2=O)=C/C3=C(C(OC)=C(C4=CC(SC5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5C=C(C9=C8)C(C(C=C%10)=CC=C%10CCCCCC)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(C%14=C(OC)C(OC)=C(/C=C%15/C(C(C=C(F)C([H])=C%16)=C%16C%15=O)=C(C#N)/C#N)S%14)=C%13)C%17=CC=C(CCCCCC)C=C%17)=C6S4)S3)OC)=C(C#N)\C#N)C=C1F,10.04
O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,O=C1C2=C(C=CC(C)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C(C5=C8C9=CC(SC(CCC(CCCC)CC)=C%10)=C%10S9)=C(C%11=CC(SC(CC(CC)CCCC)=C%12)=C%12S%11)C%13=C8C(C%14(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=CC(CCCCCC)=C%16)=C(S%13)C(S%17)=C%14C=C%17/C=C%18/C(C%19=C(C%18=O)C=C(C)C=C%19)=C(C#N)\C#N)=C(C#N)\C#N,10.04
O=C1C(C=CS2)=C2C3=C(C=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CC)CCCC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)N1CC(CCCCCCCCCC)CCCCCCCC,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=C4SC8=C7C=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C%10SC%13=C%12SC(/C=C%14C(C%15=CC(F)=C(C=C%15C\%14=C(C#N)\C#N)F)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)C9=C8)C%17=CC=C(CCCCCC)C=C%17)=C5S3,10.04
FC(C(C1=C(OCCCCCCCCCCCC)C=C(C2=C(C(N(C3=O)CC(CCCCCC)CCCCCCCC)=O)C3=C(C)S2)S1)=C4)=CC(C5=C(OCCCCCCCCCCCC)C=C(C)S5)=C4F,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,10.04
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,FC1=CC2=C(C(/C(C2=O)=C/C3=CC(OCC(CC)CCCC)=C(S3)C4=CC5=C(S4)C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(S%10)C%11=C(OCC(CC)CCCC)C=C(S%11)/C=C(/C(C%12=C%13C=C(F)C(F)=C%12)=C(C#N)\C#N)C%13=O)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N)C=C1F,9.98
O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,N#C/C(C#N)=C/C(C1=NSN=C21)=CC=C2C3=CC(SC4=C5C(C6=CC=C(CCCCCCCC)C=C6)(C(C=C7C8=C9C%10=C(C=C(S%10)C%11=CC=C(C%12=NSN=C%11%12)/C=C(C#N)\C#N)S8)=C4C=C7C9(C%13=CC=C(CCCCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)=C5S3,9.95
CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCC[H])C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCC[H])C%10)=C7S6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,9.94
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C5C9=C(C%10=C%11%12)C%13=C8C=CC%14=C%13C%11=C(C(CC(CCCCCC)CCCC)=N%14)C%15=C(C(C(C%16=CC=C(CCCCCC)C=C%16)(C%17=CC=C(CCCCCC)C=C%17)C%18=C%19SC(/C=C%20/C(C(C=CC=C%21)=C%21C%20=O)=C(C#N)\C#N)=C%18)=C%19S%15)C%12=CC=C%10N=C9CC(CCCC)CCCCCC)=C(C#N)\C#N,9.92
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=C2C=CC=C1)C(/C2=C(C#N)/[N+]#[C-])=C\C3=CC(N(CC(CC)CCCC)C4=C5SC6=C4C(OCC(CCCC)CC)=C7SC(C(SC(/C=C(/C8=C(C#N)\[N+]#[C-])C(C9=C8C=CC=C9)=O)=C%10)=C%10N%11CC(CC)CCCC)=C%11C7=C6OCC(CC)CCCC)=C5S3,9.9
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(SC(C4=C5C6=C(C7=C(N6CC(CCC)CCCC)C8=C(C=C(S8)/C=C9C(C%10=CC(F)=C(C=C%10C\9=C(C#N)\C#N)F)=O)S7)C%11=NN(N=C4%11)CC(CC)CCCC)=C%12N5CC(CCCC)CC)=C%12S3,9.9
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,9.9
O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(C=C5)CCCCCC)C6=CC=C(CCCCCC)C=C6)=C(C7=C4C=C(C8=NN=C(C9=CC%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C=C(/C=C%14C(C%15=C(C=C(F)C(F)=C%15)C\%14=C(C#N)\C#N)=O)S%11)S9)C=C8)S7)S3,9.89
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,FC(C=C1)=CC2=C1C(C(/C2=C(C#N)/C#N)CC(S3)=CC4=C3C(S5)=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C(C5=C8CCCCCCCC)=C(CCCCCCCC)C9=C8C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)=C(S9)C(S%13)=C%10C=C%13/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C=C%15)=O)=O,9.89
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,CCC(CCCC)CN1C2=C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC7=C5SC(/C=C8C(C(C=C([H])C([H])=C9)=C9C\8=C(C#N)\C#N)=O)=C7)C6=C2)C%10=C1C=C(C%11=C%12C%13=C(C=C(S%13)/C=C%14C(C%15=CC([H])=C(C=C%15C\%14=C(C#N)/C#N)[H])=O)S%11)C(C%12(C%16=CC=C(CCCCCC)C=C%16)C%17CC=C(C=C%17)CCCCCC)=C%10,9.87
O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,O=C(C1=CC=C(Br)C=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC=C3C4=CC=C5C(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C7=CC=C(S7)/C=C8C(C9=CC=C(Br)C=C9C\8=C(C#N)\C#N)=O)=CC=C56)=C4,9.85
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,FC1=C(C(OC(CC)CCCCC)=O)SC2=C(/C=C3C(C4=C(C=C(C([H])=C4)[H])C\3=C(C#N)\C#N)=O)SC(C5=CC6=C(S5)C7=C(C=C(C(C8(C9C=CC(CCCCCC)=CC9)C%10=CC=C(C=C%10)CCCCCC)=C7)C%11=C8C=C(S%11)C%12=C%13C(SC(C(OC(CC)CCCCC)=O)=C%13F)=C(S%12)/C=C%14C(C%15=C(C=C(C([H])=C%15)[H])C\%14=C(C#N)\C#N)=O)C6(C%16=CC=C(C=C%16)CCCCCC)C%17=CC=C(C=C%17)CCCCCC)=C12,9.82
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F,N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3,9.82
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,CCC(CCCC)CN1C2=C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC7=C5SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)C6=C2)C%10=C1C=C(C%11=C%12C%13=C(C=C(S%13)/C=C%14C(C%15=CC([F])=C(C=C%15C\%14=C(C#N)/C#N)[F])=O)S%11)C(C%12(C%16=CC=C(CCCCCC)C=C%16)C%17CC=C(C=C%17)CCCCCC)=C%10,9.81
FC(C(F)=C(C1=NN(N=C21)CCCCCCCC)C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S3)C4=CC=C(S4)C5=C(C(F)=C(C(F)=C5F)C6=CC=C(S6)C)F)=C2C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C)S7,N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3,9.81
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C(C(C/1=C(C#N)/C#N)=C2)=CC([H])=C2[H])C1=C/C(S3)=CC4=C3C5=CC(C6(CCCCCCCC)CCCCCCCC)=C(C=C5C4(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C9=C6C(C%10(CCCCCCCC)CCCCCCCC)=C(S9)C%11=C%10C=C(C(SC(/C=C%12/C(C%13=CC([H])=C([H])C=C%13C%12=O)=C(C#N)/C#N)=C%14)=C%14C%15(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)C%15=C%11,9.79
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(COCC(CC)CCC)=C8)(C9=CC(COCC(CC)CCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(COCC(CC)CCC)=CC=C%14)C%15=CC=CC(COCC(CC)CCC)=C%15,9.77
O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCC)CCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=CC=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCC)(CCCCCC)C8=C7)C6(CCCCCC)CCCCCC,9.75
FC(C=C(C1=C2C(C=C(S2)CSC3=C(CCCCCCCCCCC)C(SC(C4=CC=C(/C(C(N5CC(CCCCCC)CCCCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=C\6C=CC(C8=CC9=C(C(CCCCCCCCCCC)=C(C)S9)S8)=C7)=O)C5=C4)=C%10)=C%10S3)=C(C%11=CC(F)=C(SCC(CC)CC)S%11)C%12=C1C=C(C)S%12)S%13)=C%13SCC(CCCC)CC,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,9.74
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(SCCCCCCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(OC7(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C(C%11=C(SCCCCCCCC)C=C(/C=C%12C(C%13=CC(F)=C(C=C%13C\%12=C(C#N)\C#N)F)=O)S%11)S8)C=C6C(C%14=CC=C(CCCCCC)C=C%14)(O5)C%15=CC=C(CCCCCC)C=C%15)S4)S3,9.73
