donor_smiles,acceptor_smiles,PCE,pair_key
ClC(C=C1C(C2=C3SC(C4=CC=C(S4)C(C5=NN(N=C65)CC(CCCCCC)CCCCCCCC)=C(OC)C(OC)=C6C7=CC=C(C)S7)=C2)=C8SC(C)=CC8=C3C9=CC(Cl)=C(S9)CC)=C(S1)CC,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N,7.4,ClC(C=C1C(C2=C3SC(C4=CC=C(S4)C(C5=NN(N=C65)CC(CCCCCC)CCCCCCCC)=C(OC)C(OC)=C6C7=CC=C(C)S7)=C2)=C8SC(C)=CC8=C3C9=CC(Cl)=C(S9)CC)=C(S1)CC||O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,S=C(N(C/1=O)CC)SC1=C\C(C2=NSN=C32)=CC=C3C4=CC(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(C%13=CC=C(C%14=NSN=C%13%14)/C=C%15SC(N(C/%15=O)CC)=S)S%10)C=C85)S4,7.31,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||S=C(N(C/1=O)CC)SC1=C\C(C2=NSN=C32)=CC=C3C4=CC(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(C%13=CC=C(C%14=NSN=C%13%14)/C=C%15SC(N(C/%15=O)CC)=S)S%10)C=C85)S4
FC(C(F)=C(C1=NC(C2=CC(F)=C(S2)CC(CCCC)CC)=C(N=C31)C4=CC(F)=C(S4)CC(CCCC)CC)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)CC(CCCC)CCCC)=C7S6)C=C(S8)[*])C%10=CC=C(S%10)CC(CCCC)CCCC)=C3C%11=CC=CS%11,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,7.22,FC(C(F)=C(C1=NC(C2=CC(F)=C(S2)CC(CCCC)CC)=C(N=C31)C4=CC(F)=C(S4)CC(CCCC)CC)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)CC(CCCC)CCCC)=C7S6)C=C(S8)[*])C%10=CC=C(S%10)CC(CCCC)CCCC)=C3C%11=CC=CS%11||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F,O=C(C(C=CC(C)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(CC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=C4C=C8C(C(C=C9)=CC=C9CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C7)C%15=CC=C(CCCCCC)C=C%15)=C5S3,7.2,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F||O=C(C(C=CC(C)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(CC4=C5C(C6=CC=C(C=C6)CCCCCC)(C7=C4C=C8C(C(C=C9)=CC=C9CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C7)C%15=CC=C(CCCCCC)C=C%15)=C5S3
CC1=CC2=C(C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C4=C(C=C(C5=NN(N=C45)CCCCCC)C6=CC7=C(C8=C([Si]7(CCCCCCCC)CCCCCCCC)C=C(C9=CC(F)=C(C%10=NN(N=C9%10)CCCCCC)C)S8)S6)F)S3)S1,O=C(C1=C(N(C(C1=C2C3=CC=C(S3)C#CC4=CC=C(C=C4)N5C6=C(C=CC=C6)C7=C5C=CC=C7)=O)CCCCCCCCCC)C8=CC=C(C(/C(C9=CC=C(C=C9)N%10C%11=C(C=CC=C%11)C%12=C%10C=CC=C%12)=C(C#N)\C#N)=C(C#N)\C#N)S8)N2CCCCCCCCCC,7.19,CC1=CC2=C(C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C4=C(C=C(C5=NN(N=C45)CCCCCC)C6=CC7=C(C8=C([Si]7(CCCCCCCC)CCCCCCCC)C=C(C9=CC(F)=C(C%10=NN(N=C9%10)CCCCCC)C)S8)S6)F)S3)S1||O=C(C1=C(N(C(C1=C2C3=CC=C(S3)C#CC4=CC=C(C=C4)N5C6=C(C=CC=C6)C7=C5C=CC=C7)=O)CCCCCCCCCC)C8=CC=C(C(/C(C9=CC=C(C=C9)N%10C%11=C(C=CC=C%11)C%12=C%10C=CC=C%12)=C(C#N)\C#N)=C(C#N)\C#N)S8)N2CCCCCCCCCC
CC1=CC(C)=C(C2=NC3=C(S2)N=C(C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=C([Si]6(CCCCCCCC)CCCCCCCC)C=C(C)S7)S5)S4)S3)S1,O=C(N(C(N(C/1=O)CC)=S)CC)C1=C\C(S2)=CC=C2C3=CC=C(C(C=C4)=C5C=C4C6=CC=C(S6)/C=C7C(N(C(N(C\7=O)CC)=S)CC)=O)C(C5(CCCCCCCC)CCCCCCCC)=C3,7.17,CC1=CC(C)=C(C2=NC3=C(S2)N=C(C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=C([Si]6(CCCCCCCC)CCCCCCCC)C=C(C)S7)S5)S4)S3)S1||O=C(N(C(N(C/1=O)CC)=S)CC)C1=C\C(S2)=CC=C2C3=CC=C(C(C=C4)=C5C=C4C6=CC=C(S6)/C=C7C(N(C(N(C\7=O)CC)=S)CC)=O)C(C5(CCCCCCCC)CCCCCCCC)=C3
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,7.15,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N
c1sc(cc1C[C@H](CCCCCCCC)CCCCCCCCCC)c1c(c(c(c2c1nsn2)c1sc(c(c1)C[C@@H](CCCCCCCC)CCCCCCCCCC)c1ccc(s1)c1sccc1)F)F,c1(ccc(c2c1nsn2)c1cc2c(cc1)c1c(C2(CCCCCCCCCC)CCCCCCCCCC)cc(cc1)c1ccc(c2c1nsn2)/C=C/1\SC(=C(S1)SCCCCCC)SCCCCCC)/C=C\1/SC(=C(S1)SCCCCCC)SCCCCCC,7.13,c1sc(cc1C[C@H](CCCCCCCC)CCCCCCCCCC)c1c(c(c(c2c1nsn2)c1sc(c(c1)C[C@@H](CCCCCCCC)CCCCCCCCCC)c1ccc(s1)c1sccc1)F)F||c1(ccc(c2c1nsn2)c1cc2c(cc1)c1c(C2(CCCCCCCCCC)CCCCCCCCCC)cc(cc1)c1ccc(c2c1nsn2)/C=C/1\SC(=C(S1)SCCCCCC)SCCCCCC)/C=C\1/SC(=C(S1)SCCCCCC)SCCCCCC
c1sc(cc1C[C@H](CCCCCCCC)CCCCCCCCCC)c1c(c(c(c2c1nsn2)c1sc(c(c1)C[C@@H](CCCCCCCC)CCCCCCCCCC)c1ccc(s1)c1sccc1)F)F,CCN1C(/C(SC1=S)=C/C2=CC=C(C3=NSN=C23)C4=CC=C5C(C(C6=C5C=CC(C7=CC=C(C8=NSN=C78)/C=C9SC(N(C\9=O)CC)=S)=C6)(CCCCCCCC)CCCCCCCC)=C4)=O,7.04,c1sc(cc1C[C@H](CCCCCCCC)CCCCCCCCCC)c1c(c(c(c2c1nsn2)c1sc(c(c1)C[C@@H](CCCCCCCC)CCCCCCCCCC)c1ccc(s1)c1sccc1)F)F||CCN1C(/C(SC1=S)=C/C2=CC=C(C3=NSN=C23)C4=CC=C5C(C(C6=C5C=CC(C7=CC=C(C8=NSN=C78)/C=C9SC(N(C\9=O)CC)=S)=C6)(CCCCCCCC)CCCCCCCC)=C4)=O
CC1=CC(F)=C(S1)C2=C(F)C=C(C3=C(CC(CCCCCCCC)CCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(S4)C)S3)S2,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,7.0,CC1=CC(F)=C(S1)C2=C(F)C=C(C3=C(CC(CCCCCCCC)CCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(S4)C)S3)S2||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)C)=C3C(S5)=CC=C5C(C=C6)=CC=C6C7=CC=C(C)S7,O=C1C(/C(C2=CC=CC=C21)=C(C#N)/C#N)=C/C3=CC(CCCCCC)=C(S3)C4=CC(CCCCCC)=C(S4)C5=CC6=C(S5)C7=C(C=C(S7)C8=C(CCCCCC)C=C(C9=C(CCCCCC)C=C(/C=C(\C(C%10=CC=CC=C%10%11)=C(C#N)\C#N)C%11=O)S9)S8)N6C(CCCCCCCC)CCCCCCCC,6.94,FC(C(F)=C(C1=NC(C2=CC=C(C(OCCCCCCCC)=C2)OCCCCCCCC)=C(N=C31)C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)C)=C3C(S5)=CC=C5C(C=C6)=CC=C6C7=CC=C(C)S7||O=C1C(/C(C2=CC=CC=C21)=C(C#N)/C#N)=C/C3=CC(CCCCCC)=C(S3)C4=CC(CCCCCC)=C(S4)C5=CC6=C(S5)C7=C(C=C(S7)C8=C(CCCCCC)C=C(C9=C(CCCCCC)C=C(/C=C(\C(C%10=CC=CC=C%10%11)=C(C#N)\C#N)C%11=O)S9)S8)N6C(CCCCCCCC)CCCCCCCC
CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F,S=C(N(C/1=O)CC)SC1=C/C(S2)=CC=C2C(C3=NSN=C3C(C4=CC=C(S4)/C=C5SC(N(C\5=O)CC)=S)=C6OCCCCCC)=C6OCCCCCC,6.9,CC1=CC=C(S1)C2=CC(OCC(CCCCCC)CCCCCCCC)=C(C=C2COC(CCCCCCCC)CCCCCC)C3=CC=C(S3)C4=C(C(F)=C(C5=NSN=C45)C)F||S=C(N(C/1=O)CC)SC1=C/C(S2)=CC=C2C(C3=NSN=C3C(C4=CC=C(S4)/C=C5SC(N(C\5=O)CC)=S)=C6OCCCCCC)=C6OCCCCCC
FC(C(F)=C(C1=NSN=C21)C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(S3)C4=CC=C(S4)C5=CC=C(S5)C)=C2C6=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S6,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C(C5=CC=C(CCCCCC)S5)(C6=C7C=C8C(C9=CC=C(S9)CCCCCC)(C%10=CC=C(S%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C6)C(S%15)=CC=C%15CCCCCC)=C7S4)S3,6.6,FC(C(F)=C(C1=NSN=C21)C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(S3)C4=CC=C(S4)C5=CC=C(S5)C)=C2C6=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S6||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C(C5=CC=C(CCCCCC)S5)(C6=C7C=C8C(C9=CC=C(S9)CCCCCC)(C%10=CC=C(S%10)CCCCCC)C%11=C(SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12)C8=C6)C(S%15)=CC=C%15CCCCCC)=C7S4)S3
c1scc(c1)CCCCCC,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC(C5(C6=CC=C(C=C6)OCCCCCC)C7=CC=C(C=C7)OCCCCCC)=C(S4)C(C=C8C9(C(C=C%10)=CC=C%10OCCCCCC)C(C=C%11)=CC=C%11OCCCCCC)=C5C=C8C(S%12)=C9C=C%12C(C%13=NN%14CCCCCCCC)=CC=C(C%13=N%14)/C=C%15S/C(N(CC)C/%15=O)=C(C#N)\C#N)N(CC)C1=C(C#N)/C#N,6.56,c1scc(c1)CCCCCC||O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC(C5(C6=CC=C(C=C6)OCCCCCC)C7=CC=C(C=C7)OCCCCCC)=C(S4)C(C=C8C9(C(C=C%10)=CC=C%10OCCCCCC)C(C=C%11)=CC=C%11OCCCCCC)=C5C=C8C(S%12)=C9C=C%12C(C%13=NN%14CCCCCCCC)=CC=C(C%13=N%14)/C=C%15S/C(N(CC)C/%15=O)=C(C#N)\C#N)N(CC)C1=C(C#N)/C#N
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C1C(/C(C2=C1C=CC=C2)=C(C#N)\C#N)=C\C3=CC(OCC(CCCC)CC)=C(C4=CC(C(C5=CC(C6=C7C=C(C8=C(C=C(/C=C(C9=O)/C(C%10=C9C=CC=C%10)=C(C#N)\C#N)S8)OCC(CCCC)CC)S6)=C(C7(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C%135)(C%14=CC=C(C=C%14)CCCCCC)C(C=C%15)=CC=C%15CCCCCC)=C%13S4)S3,6.5,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C1C(/C(C2=C1C=CC=C2)=C(C#N)\C#N)=C\C3=CC(OCC(CCCC)CC)=C(C4=CC(C(C5=CC(C6=C7C=C(C8=C(C=C(/C=C(C9=O)/C(C%10=C9C=CC=C%10)=C(C#N)\C#N)S8)OCC(CCCC)CC)S6)=C(C7(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C%135)(C%14=CC=C(C=C%14)CCCCCC)C(C=C%15)=CC=C%15CCCCCC)=C%13S4)S3
CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C(S4)=CC=C4C5=CC(S6)=C(S5)C(C6=C7C8=CC=C(SCC(CCCC)CCCCCC)S8)=C(C9=CC=C(SCC(CCCC)CCCCCC)S9)C%10=C7C%11=C(S%10)C=C(C)S%11,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(C=C9)SCC(CC)CCCC)=C%10SC(C%11=C(C%12(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C=C(/C=C%15C(C(C=CC=C%16)=C%16C/%15=C(C#N)/C#N)=O)S%11)=C%12C%10=C8C%17=CC=C(C=C%17)SCC(CCCC)CC)=C7S3,6.5,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C(S4)=CC=C4C5=CC(S6)=C(S5)C(C6=C7C8=CC=C(SCC(CCCC)CCCCCC)S8)=C(C9=CC=C(SCC(CCCC)CCCCCC)S9)C%10=C7C%11=C(S%10)C=C(C)S%11||O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(C=C9)SCC(CC)CCCC)=C%10SC(C%11=C(C%12(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C=C(/C=C%15C(C(C=CC=C%16)=C%16C/%15=C(C#N)/C#N)=O)S%11)=C%12C%10=C8C%17=CC=C(C=C%17)SCC(CCCC)CC)=C7S3
FC(C=C1C(S2)=C(CC(CCCCCC)CCCC)C=C2C3=CC(CC(CCCC)CCCCCC)=C(C)S3)=C(S1)C4=C(F)C=C(C5=C(CC(CCCCCC)CCCCCCCC)C=C(C6=CC(CC(CCCCCCCC)CCCCCC)=C(S6)C7=CC(F)=C(S7)C8=C(F)C=C(C)S8)S5)S4,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,6.5,FC(C=C1C(S2)=C(CC(CCCCCC)CCCC)C=C2C3=CC(CC(CCCC)CCCCCC)=C(C)S3)=C(S1)C4=C(F)C=C(C5=C(CC(CCCCCC)CCCCCCCC)C=C(C6=CC(CC(CCCCCCCC)CCCCCC)=C(S6)C7=CC(F)=C(S7)C8=C(F)C=C(C)S8)S5)S4||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
O=C1C(C=CS2)=C2C3=C(C=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CC)CCCC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)N1CC(CCCCCCCCCC)CCCCCCCC,FC1=C(F)C=C(C/2=C(C#N)\C#N)C(C(C2=C/C(S3)=CC(S4)=C3C5=C4C(SC6=C7SC8=C6OC(C9=C8CC%10=C9SC(/C=C%11C(C%12=CC(F)=C(F)C=C%12C\%11=C(C#N)/C#N)=O)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C7OC5(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=O)=C1,6.46,O=C1C(C=CS2)=C2C3=C(C=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CC)CCCC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)N1CC(CCCCCCCCCC)CCCCCCCC||FC1=C(F)C=C(C/2=C(C#N)\C#N)C(C(C2=C/C(S3)=CC(S4)=C3C5=C4C(SC6=C7SC8=C6OC(C9=C8CC%10=C9SC(/C=C%11C(C%12=CC(F)=C(F)C=C%12C\%11=C(C#N)/C#N)=O)=C%10)(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)=C7OC5(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=O)=C1
CC1=CC(C(C2=CC(CCCCCC)=C(S2)CCCCCC)=C3SC(C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C56)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F)=CC3=C8C9=CC(CCCCCC)=C(S9)CCCCCC)=C8S1,FC(C(F)=C(C1=NSN=C21)/C=C3SC(N(C\3=O)CC)=S)=C2C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C(C%13=C(C(F)=C(C%14=NSN=C%13%14)/C=C%15SC(N(C\%15=O)CC)=S)F)S%10)C=C85)S4,6.34,CC1=CC(C(C2=CC(CCCCCC)=C(S2)CCCCCC)=C3SC(C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C56)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F)=CC3=C8C9=CC(CCCCCC)=C(S9)CCCCCC)=C8S1||FC(C(F)=C(C1=NSN=C21)/C=C3SC(N(C\3=O)CC)=S)=C2C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C(C%13=C(C(F)=C(C%14=NSN=C%13%14)/C=C%15SC(N(C\%15=O)CC)=S)F)S%10)C=C85)S4
c1scc(c1)CCCCCC,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,6.3,c1scc(c1)CCCCCC||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
