donor_smiles,acceptor_smiles,PCE,pair_key
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=C5C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C9SC%13=C%12SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)=C%10S8)S4)S3,11.07,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||O=C(C1=C(C=CC=C1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=C5C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C9SC%13=C%12SC(/C=C%14C(C%15=C(C=CC=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)=C%10S8)S4)S3
CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(C(S5)=CC(C5=C6C7=CC=C(SCC(CCCC)CCCCCC)S7)=C(C8=CC=C(SCC(CCCC)CCCCCC)S8)C9=C6C=C(C)S9)S4,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(C=C9)SCC(CC)CCCC)=C%10C(C(SC%11=C%12C(C%13=CC=C(C=C%13)CCCCCC)(C%14=C%11SC(/C=C%15C(C(C=CC=C%16)=C%16C/%15=C(C#N)/C#N)=O)=C%14)C%17=CC=C(C=C%17)CCCCCC)=C%12S%10)=C8C%18=CC=C(C=C%18)SCC(CCCC)CC)=C7S3,11.06,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(C(S5)=CC(C5=C6C7=CC=C(SCC(CCCC)CCCCCC)S7)=C(C8=CC=C(SCC(CCCC)CCCCCC)S8)C9=C6C=C(C)S9)S4||O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(C=C9)SCC(CC)CCCC)=C%10C(C(SC%11=C%12C(C%13=CC=C(C=C%13)CCCCCC)(C%14=C%11SC(/C=C%15C(C(C=CC=C%16)=C%16C/%15=C(C#N)/C#N)=O)=C%14)C%17=CC=C(C=C%17)CCCCCC)=C%12S%10)=C8C%18=CC=C(C=C%18)SCC(CCCC)CC)=C7S3
CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%14=C(C=C(S%14)/C=C%15C(C%16=CC=CC=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3,11.03,CCC(CCCC)CC(S1)=CC=C1C(C2=C3SC(C4=CC=C(C5=C(C(OCC(CC)CCCC)=O)C6=C(C(C(OCC(CCCCCC)CC)=O)=C(C7=CC=C(C)S7)S6)S5)S4)=C2)=C8SC(C)=CC8=C3C9=CC=C(S9)CC(CCCC)CC||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=C5C9=C(C%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%14=C(C=C(S%14)/C=C%15C(C%16=CC=CC=C%16C\%15=C(C#N)\C#N)=O)S%11)S9)S8)S4)S3
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=C(CCCCCC)C=C4)C5=C(S3)C6=C(S5)C(C7=NSN=C7C8=C9N(C%10=CC=C(CCCCCC)C=C%10)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12C%15=CC=C(CCCCCC)C=C%15)=C9N6C%16=CC=C(CCCCCC)C=C%16,11.0,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=C(CCCCCC)C=C4)C5=C(S3)C6=C(S5)C(C7=NSN=C7C8=C9N(C%10=CC=C(CCCCCC)C=C%10)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=CC=CC=C%14C\%13=C(C#N)\C#N)=O)=C%12C%15=CC=C(CCCCCC)C=C%15)=C9N6C%16=CC=C(CCCCCC)C=C%16
O=C1C(C=CS2)=C2C3=C(C=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CC)CCCC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)N1CC(CCCCCCCCCC)CCCCCCCC,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,10.96,O=C1C(C=CS2)=C2C3=C(C=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CC)CCCC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)N1CC(CCCCCCCCCC)CCCCCCCC||c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F
FC(C(F)=C(C1=N2)C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(C=C7)[S]CCCCCCCC)=C5S4)C=C(C)S6)C8=CC=C(C=C8)[S]CCCCCCCC)=C(C9=CC=C(C)S9)C1=NN2CCCCCCCCCCCCCCCC,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,10.86,FC(C(F)=C(C1=N2)C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(C=C7)[S]CCCCCCCC)=C5S4)C=C(C)S6)C8=CC=C(C=C8)[S]CCCCCCCC)=C(C9=CC=C(C)S9)C1=NN2CCCCCCCCCCCCCCCC||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C(S5)=C4C=C5C6=C7N=C(C8=CC=C(C=C8)CCCCCC)C(C9=CC=C(C=C9)CCCCCC)=NC7=C(C=C6)C%10=CC(C%11(CC(CCCC)CC)CC(CCCC)CC)=C(S%10)C(S%12)=C%11C=C%12/C=C(C%13=O)/C(C%14=C%13C=C(Cl)C(Cl)=C%14)=C(C#N)/C#N,10.81,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C(S5)=C4C=C5C6=C7N=C(C8=CC=C(C=C8)CCCCCC)C(C9=CC=C(C=C9)CCCCCC)=NC7=C(C=C6)C%10=CC(C%11(CC(CCCC)CC)CC(CCCC)CC)=C(S%10)C(S%12)=C%11C=C%12/C=C(C%13=O)/C(C%14=C%13C=C(Cl)C(Cl)=C%14)=C(C#N)/C#N
CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3,10.77,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2||O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,10.57,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCCCCCCCCCCCC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCCCCCCCCCCCC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCCCCCCCCCCCC)S%11)=C(S%12)C(C=C%12C)=C%13C%14=CC=C(SCCCCCCCCCCCC)S%14)=C%13S%10)S9)=C1F||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
O=C(N1CC(CCCCCC)CCCCCCCC)C(C=C2C(SC(C)=C3)=C3CCCCCCCCCC)=C(S2)C4=C(C=C(S4)C5=C(CCCCCCCCCC)C=C(C6=CC7=C(C8=C(C(C9=CC=C(S9)SCCCCCCCC)=C7S6)C=C(C)S8)C%10=CC=C(S%10)SCCCCCCCC)S5)C1=O,O=C(C1=C(C=CC(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C9C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(C=C%11)CCCCCC)C%12=C(SC%13=C%12SC(/C=C%14C(C%15=C(C=CC(F)=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C9=C8)=C5S3,10.55,O=C(N1CC(CCCCCC)CCCCCCCC)C(C=C2C(SC(C)=C3)=C3CCCCCCCCCC)=C(S2)C4=C(C=C(S4)C5=C(CCCCCCCCCC)C=C(C6=CC7=C(C8=C(C(C9=CC=C(S9)SCCCCCCCC)=C7S6)C=C(C)S8)C%10=CC=C(S%10)SCCCCCCCC)S5)C1=O||O=C(C1=C(C=CC(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C9C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(C=C%11)CCCCCC)C%12=C(SC%13=C%12SC(/C=C%14C(C%15=C(C=CC(F)=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C9=C8)=C5S3
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C(S5)=C4C=C5C6=C7N=C(C8=CC=C(C=C8)CCCCCC)C(C9=CC=C(C=C9)CCCCCC)=NC7=C(C=C6)C%10=CC(C%11(CC(CCCC)CC)CC(CCCC)CC)=C(S%10)C(S%12)=C%11C=C%12/C=C(C%13=O)/C(C%14=C%13C=C(F)C(F)=C%14)=C(C#N)/C#N,10.54,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CCCC)CC)CC(CCCC)CC)=C(S3)C(S5)=C4C=C5C6=C7N=C(C8=CC=C(C=C8)CCCCCC)C(C9=CC=C(C=C9)CCCCCC)=NC7=C(C=C6)C%10=CC(C%11(CC(CCCC)CC)CC(CCCC)CC)=C(S%10)C(S%12)=C%11C=C%12/C=C(C%13=O)/C(C%14=C%13C=C(F)C(F)=C%14)=C(C#N)/C#N
FC(C(F)=C(C1=NC(C2=CC(F)=C(S2)CC(CCCC)CC)=C(N=C31)C4=CC(F)=C(S4)CC(CCCC)CC)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC=C(S%10)CC(CCCC)CC)=C3C%11=CC=C(C)S%11,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,10.52,FC(C(F)=C(C1=NC(C2=CC(F)=C(S2)CC(CCCC)CC)=C(N=C31)C4=CC(F)=C(S4)CC(CCCC)CC)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC=C(S%10)CC(CCCC)CC)=C3C%11=CC=C(C)S%11||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2
FC(C(F)=C(C1=CC=C(S1)C2=CC(C(C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(SC=C4)C4=C5C6=CC(Cl)=C(CC(CCCC)CC)S6)=C5C2)C7=NN(CC(CCCCCCCC)CCCCCC)N=C78)=C8C9=CC=CS9,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC)=C(C#N)/C#N)=C%13)=C%13C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)/C#N,10.5,FC(C(F)=C(C1=CC=C(S1)C2=CC(C(C3=CC(Cl)=C(CC(CC)CCCC)S3)=C(SC=C4)C4=C5C6=CC(Cl)=C(CC(CCCC)CC)S6)=C5C2)C7=NN(CC(CCCCCCCC)CCCCCC)N=C78)=C8C9=CC=CS9||O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC)=C(C#N)/C#N)=C%13)=C%13C7(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C(C#N)/C#N
FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CSC(C4=CC5=C(C(C=C6C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C9=C(SC(C%10=C(OCCCCCCCC)C(/C=C%11C(C(C=CC=C%12)=C%12C/%11=C(C#N)/C#N)=O)=CS%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C(C=C%15)=CC=C%15CCCCCC)S4)=C3OCCCCCCCC,10.48,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(CC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(CC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(CC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F||O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CSC(C4=CC5=C(C(C=C6C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C9=C(SC(C%10=C(OCCCCCCCC)C(/C=C%11C(C(C=CC=C%12)=C%12C/%11=C(C#N)/C#N)=O)=CS%10)=C9)C6=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C(C=C%15)=CC=C%15CCCCCC)S4)=C3OCCCCCCCC
FC1=C(C2=CC(CC(CCCCCCCCC)CCCCCCCCCCC)=C(C)S2)C3=NSN=C3C(C4=CC(CC(CCCCCCCCCCC)CCCCCCCCC)=C(S4)C5=CC(SC(C)=C6)=C6S5)=C1F,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S,10.4,FC1=C(C2=CC(CC(CCCCCCCCC)CCCCCCCCCCC)=C(C)S2)C3=NSN=C3C(C4=CC(CC(CCCCCCCCCCC)CCCCCCCCC)=C(S4)C5=CC(SC(C)=C6)=C6S5)=C1F||O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C4C(C=C89)=C5C=C8C(SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC(CCCCCC)=CC=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C%10SC%13=C%12SC(/C=C%14C(C%15=C(C=C(F)C(F)=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)=C5S3,10.3,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC(CCCCCC)=CC=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C%10SC%13=C%12SC(/C=C%14C(C%15=C(C=C(F)C(F)=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)=C5S3
CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C2C(C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(C=C7)[S]CC(CCCCCCCC)CCCCCC)=C5S4)C=C(C)S6)C8=CC=C(C=C8)[S]CC(CCCCCCCC)CCCCCC)=C9F)=C9F,O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC(C6(CCCCC7=CC=CC=C7)CCCCC8=CC=CC=C8)=C(C=C5C4(CCCCC9=CC=CC=C9)CCCCC%10=CC=CC=C%10)C(S%11)=C6C=C%11/C=C(C(C%12=C%13C=CC=C%12)=O)/C%13=C(C#N)/C#N,10.22,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C2C(C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(C=C7)[S]CC(CCCCCCCC)CCCCCC)=C5S4)C=C(C)S6)C8=CC=C(C=C8)[S]CC(CCCCCCCC)CCCCCC)=C9F)=C9F||O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC(C6(CCCCC7=CC=CC=C7)CCCCC8=CC=CC=C8)=C(C=C5C4(CCCCC9=CC=CC=C9)CCCCC%10=CC=CC=C%10)C(S%11)=C6C=C%11/C=C(C(C%12=C%13C=CC=C%12)=O)/C%13=C(C#N)/C#N
