representation,representation_hash,group_size,n_inhouse,n_gao,cross_source,pce_min,pce_max,pce_range,pce_mean,pce_sd,array_indices,sources
paired_fingerprint,ccef8b78299fad02767b50bfb87466c4a1679f1f6ee8f0cdf332190fd18f9017,2,0,2,False,6.5,7.630000114440918,1.130000114440918,7.065000057220459,0.7990307807922363,851;994,Gao;Gao
paired_fingerprint,d29f9c5fa7ffc524237d6a6476bc8b0cd885bb1ab11a5c1ace37ca0df625ab37,5,5,0,False,9.75,11.119999885559082,1.369999885559082,10.288000106811523,0.5272284746170044,225;293;339;340;360,in-house;in-house;in-house;in-house;in-house
paired_fingerprint,dab8515cd28fde6a96c617c31a5899ad7ed0319a2d10815845d137598cc41480,2,2,0,False,13.149999618530273,13.180000305175781,0.030000686645507812,13.164999961853027,0.02121368981897831,79;81,in-house;in-house
paired_fingerprint,dfddec171cf5b907634b3cfa86ae2f60a5ca0d06e64dba8008bb5a7dfb986dfd,2,2,0,False,7.510000228881836,14.029999732971191,6.5199995040893555,10.770000457763672,4.610335826873779,38;530,in-house;in-house
paired_fingerprint,e091c792995186f3134a74b0515b34ae370929c3fe63d539e590a95490aa44a4,2,2,0,False,12.050000190734863,12.300000190734863,0.25,12.175000190734863,0.1767766922712326,135;164,in-house;in-house
paired_fingerprint,e0b0a20fb07fb7880551fc6fc6df18d21a53e863d24d9740b6a31f5993b50e58,3,0,3,False,2.990000009536743,4.989999771118164,1.999999761581421,3.7733333110809326,1.0680979490280151,1006;1008;1010,Gao;Gao;Gao
paired_fingerprint,e2faabfa2b7046f170c0421558b83e91184f0d7e33a7ab6afad4eb7ccaaa3818,2,0,2,False,4.300000190734863,9.199999809265137,4.899999618530273,6.75,3.464823007583618,727;1246,Gao;Gao
paired_fingerprint,e402e4dd08dae0ac2cda41476ef14d0fefdfc3ca478fefdc1e0a09cd79ca131d,3,3,0,False,15.649999618530273,16.3700008392334,0.720001220703125,16.06333351135254,0.37166348099708557,10;13;19,in-house;in-house;in-house
paired_fingerprint,e5444ff6fb588d1bf0dda9b868decbb43a80deaaaf5d01082467c83db8352db8,2,0,2,False,1.5399999618530273,1.9500000476837158,0.4100000858306885,1.7450000047683716,0.2899138331413269,874;875,Gao;Gao
paired_fingerprint,eb5db58520448fef5328654fa499000e015cac0a8a128ad7dfaf82496c6c817d,3,0,3,False,2.690000057220459,4.559999942779541,1.869999885559082,3.4633331298828125,0.9760292768478394,1005;1007;1009,Gao;Gao;Gao
paired_fingerprint,ee6085ce84b082aba932333615ea927b6a199eb5bdd9f38751186640a5274d1e,2,0,2,False,0.5899999737739563,0.699999988079071,0.11000001430511475,0.6449999809265137,0.07778175175189972,1186;1188,Gao;Gao
paired_fingerprint,ef2a3f1a57f973a4decc367338259a9f1c7a8e9b3698a6d541b94658513eb148,2,2,0,False,10.199999809265137,12.800000190734863,2.6000003814697266,11.5,1.8384779691696167,102;321,in-house;in-house
paired_fingerprint,ef4341f833071d21e32968bd75cff00dba52fedd6ee3cebe0e02aa755acfd445,2,2,0,False,10.819999694824219,12.069999694824219,1.25,11.444999694824219,0.8838834762573242,161;251,in-house;in-house
paired_fingerprint,ef80a4b84aec4e884439eeb6572413d205f963e507ba6ef826cb002f6ac38eaa,2,0,2,False,5.039999961853027,6.039999961853027,1.0,5.539999961853027,0.7071067690849304,1040;1041,Gao;Gao
paired_fingerprint,f57d63787411d185dfdac286e7431bd6c660cf5b9c4aa9ab4635206c26e3cd9f,2,0,2,False,0.4699999988079071,0.800000011920929,0.33000001311302185,0.6349999904632568,0.23334525525569916,844;845,Gao;Gao
paired_fingerprint,fd7ed0c56704feda9d7555ba8ae14004d5b82bddfa9d89fd9cd006158ca1ebf6,2,2,0,False,7.559999942779541,10.8100004196167,3.250000476837158,9.1850004196167,2.2980973720550537,252;525,in-house;in-house
legacy_truncated_sequence,079843abdcdbc9fe5c62248bb0849015a278ed176c61f798fd14cebbf4a4ef77,2,2,0,False,9.329999923706055,9.329999923706055,0.0,9.329999923706055,0.0,399;401,in-house;in-house
legacy_truncated_sequence,0e0748ee2bf54f1c585e8a648e8c4df7096c6a948ccaf82a4a5c53946f86fd62,3,0,3,False,2.990000009536743,4.989999771118164,1.999999761581421,3.7733333110809326,1.0680979490280151,1006;1008;1010,Gao;Gao;Gao
legacy_truncated_sequence,1007fcb65d03ac3eeffadbcf7be9e35f5be3e82b10b7b415fcc3c39c62d68d0a,2,2,0,False,7.510000228881836,14.029999732971191,6.5199995040893555,10.770000457763672,4.610335826873779,38;530,in-house;in-house
legacy_truncated_sequence,102141dd606d75057f480d71a55cbd982a6e8071d9edc53333958d53ade035ef,2,2,0,False,7.150000095367432,9.170000076293945,2.0199999809265137,8.15999984741211,1.4283556938171387,420;558,in-house;in-house
legacy_truncated_sequence,1358b47a6f55d93ab4416ef1f5db830351913ae6980cc0c754a6857e93c3a6b2,2,2,0,False,2.380000114440918,5.510000228881836,3.130000114440918,3.945000171661377,2.2132441997528076,627;700,in-house;in-house
