array_index,source,source_row,donor_smiles,acceptor_smiles,experimental_PCE,pair_key,donor_fp_hash,acceptor_fp_hash,pair_fp_hash,legacy_sequence_hash,role_aware_sequence_hash,pair_fp_group_id,legacy_sequence_group_id,role_aware_sequence_group_id,safe_any_encoding_group_id
179,Gao,179,,,2.09,Gao_0179,0c5c81b3b358ed6b3ca9ac528c1e352ae072a9353ed94ee6573eec4dc7c0aaf9,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,6169d35464cfd82a05a08c712da85373b1d2b7f024bc6d99e0a4250f2549a1c9,62d4dbcc2f12e854a7924caf850594b01b46446e1c0e5f1271514e19044678a8,d6c05b4df5786b561daef695e4d7eb2a15148bbce60cbf68c3ce8cef85f81787,438,469,986,851
180,Gao,180,,,0.36,Gao_0180,82ab1f6c29ad36135b85d9bd3db7e516ac67db7036e97dca29702d06a0734e3b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b2151d888434da4fe50e54f1b9fe5f43939347a04ca1884c53406110c0aeb436,69208e1497365262d5967e27b1096f8f5b2830f58b5f2515db020bd044f56549,3ee8d303afd6b8902a611858c553cb5a54ee908e11e37bafd4f2045415c97902,825,507,274,852
181,Gao,181,,,4.06,Gao_0181,ab1c2599249756d606ae81caba7871940a18f1526471cca5013d9c8a73bfb984,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,e0431fb7f20b2e44ff432877fc130914acc6067f255f5894dd5fce25a7fcce38,b58bf5b184f59f4540c5f2d646e93835d9ae8dfdefe5b9d98921a0fab5378c42,e6e67804014da3497a2e9ae4a7012d49030d7b36d4ffc17ea965464ecff36877,1061,820,1075,853
182,Gao,182,,,2.99,Gao_0182,124d475dd467620cec6ad6efea8e304920f6c9c57d13143ab3d0b5cf0e8797c0,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,e2efc32537843b3bbfdeb0a13fab0028b89cf4f1772a03a6d795b988811fb749,58c456969597b5bc75cd47c53e03045e67fd3173b5be4f5408397020bca16032,b941d575955d044cc0513bc9f0b96c5cc6ce70dc5cb02a3388196ffc87314540,1073,420,858,854
183,Gao,183,,,1.66,Gao_0183,fc0b10903075854f65744f24c8699fdecb5daa6102b7cadbdaef4d910bde83ff,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,41040c6d25181a6f24d110638352af34e616f675109567f856be2ed1ac5035b0,1d6ff06969ee2a1b42fc705ee8307e97840ee275baa6edda98e14a759fd794ff,c5e667d9eb7ec4b041bf39c935d70b2f5d5d9f71a6dd67d2b24e46e5f37a0c19,295,144,907,855
184,Gao,184,,,1.11,Gao_0184,4075d78f2f61dd2cb7acdb8e4a8f9473d226c03dd6bfe112725bf40245f02f54,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,f9cd854ee8fcc052b67e93d092d4207e83ee222c2be1916777716842cde91d4c,d1620e64f3f8f4de5b4003efc2f8ba3f4b727c4ff1e171dfc502101d98b09fcc,f6b8e22cc09539d092cde86ed5deeecc128a1c67eea8876eb0c6c5511ee09752,1164,969,1155,856
185,Gao,185,,,3.7,Gao_0185,52a9eaf8db688012914f052e735eba758dbe4d41788f5cefa354959a714d265b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,15c76e68c08e93db55ef96bcb651eefebfe9a8e955930c76c7602de931ec1acd,5bd0dab5da87cf75059f5a3ddc611f69b36c6748bcc442ce3062aad239c5c525,b894373da09c074980847c35ced835495dcb7ba6951044bc2c978605d3b80f39,101,431,854,857
186,Gao,186,,,5.2,Gao_0186,91ae723a8c0799551ff13f3f3433652c8dae654c233417c031de0aef1e470643,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e46576f4244600ef94856f88b24259182b936a9c6d4be2bf8319965c590159a1,c43b18447cde62a937236592643436180a1035f3737555ecb889a094299a1840,794d8b2d698b98375a8b16ba79e4cf9cdb914d10a679607053d39b188e24b5fc,1081,901,547,858
187,Gao,187,,,4.8,Gao_0187,575bf90a1478f6486b19f690608d276b03fc59331c85e181f6b0ae7343a0105e,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,7b092698ad438692626acf21071aaa6df060051d2821cbee51d6e1896214342f,1c4e06d19df1cbec448c8cf212b0e2abc9d7a984256228c7efe3775265ffe338,b799e8045288e81997609e7ef5b3acb6ebb14c95114cd4cd5d8dd5e85dbbcac7,565,140,849,859
188,Gao,188,,,2.4,Gao_0188,575bf90a1478f6486b19f690608d276b03fc59331c85e181f6b0ae7343a0105e,ea5b1ead939875833f4d73078e55f254fb780e53d613d3fbc14a6e613b57ee13,6c8c13e2bae769578872e3f794b3fcd2b8c163b03c94a63ace33aafc2f11f4a9,0d69afe9f5770160994047711ed0f8ea0387f9bc0385fc65ff7e7aa4f01ebbe9,562112bc50933142f2d5b40892b5d294417a4afe70385bafe31aad437dc9d05f,492,67,389,860
189,Gao,189,,,6.6,Gao_0189,88396f3ea512153dba9e47b29c009cdfdceac03900ac3a0a545fb8f3b09f7fb5,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,164b177b6e79bea4f320a7ad8608ee2acfe95080927a3a3651cfd51541d44b70,9476cf0bb11409650641023a10cfbc00236a3c23c53ecc031786e47fc740a44e,58b3743fb7d0a04a11b4d3cbe7f3f78d1bb29724b3a239edf116dd9aec928143,103,696,397,861
190,Gao,190,,,6.67,Gao_0190,b046dd0c2c94bbc6191d84c33ea187725005dc9d4e99b95219f157e50ea0bda4,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ced807292367529ebdaf4741a2e62684a3f97d389fd3e1e0fcc259ac7ae26f0a,456da2a60ef9ccbaa210378f0f65e50274fa8a715d05110a6cbe9dc46b6b9750,68cb4531040acf2a90d88cf998491af1fa16aa533bc3443c89489d0c324ba67a,985,333,473,862
191,Gao,191,,,5.36,Gao_0191,7284e212b9c46bcca3f72722050c1c37a391ee1c0579d1d7608f04ff699ebf23,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,81d98978b6c48ceb3f71e273ac990fea79aae505f317f3cf5eaeb1dd90406783,7418cfdf3d39fea154dd265985545fe59c14f7a83ae2a5422a130799192e6d03,364fb40b3dc7b2a0d703d155f0cfea62ec23a4c3e2bb2287b25eeb549f9a6938,592,561,242,863
192,Gao,192,,,6.02,Gao_0192,0af28cb32ff0a36afe4309907261e9e1e8a95d7cfefb960433f6ea8a111b4b70,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b51b7521e46c7f5d7d7516234d00bbd7ed03b47be617cad35675c5f7ee84042c,422b962418fffd1550d6296c75b5471e79a2e93d10d0b9a36f558c203c4d78a9,ec2572654eb6777791fcefabc8501ea31d35aaad11c888dc9f3a669e2f62068c,849,318,1106,864
193,Gao,193,,,0.76,Gao_0193,e47f54cb864fb7c0a387969d200545f41f39333e629c6f76ded9a08fb1309b0f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,41830b39764d780169decbd037df8df8d2d3c1dc4840ea5b27e6402a3d0ac142,3ccb9e335e69c8f726accef54c625df4d08eb1ea8b05d1aae8c135989b1a3553,6d80add0ad02516f4a997044f0647feb847781fa2bca4b25760817e2f4cb9446,300,298,495,865
194,Gao,194,,,3.52,Gao_0194,cdffef50665049416eb383716ba6b938fc3589b675f0164a05394f5407f00b0f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,2b797c8540c0271196a097ee5470e9a7b487fd4af11972449ff1ca0b2e19bf22,6ae627b00867fafd81a40d089dcddb3bc022f773d580351fb83a48fe33ec6d02,7111db06ede954544cb3784c01417ce1bef762cd6e91635ff89a2dc84152a35a,188,520,511,866
195,Gao,195,,,2.36,Gao_0195,95e66ce96dbafc90f7356da023ff14e0f3f80604d2a9aaa736b3874ad042f10e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e3256460e151a3da26275431e6f8f884f74c601b11ecf8ce77567078def2e72c,d3112403960916beafb5f783eff82619277dfe7f5545d432645e4144638fb524,afc4f3c87336cc720cf8068c2dffc3760e2834fda27634bdedaa1c7323c2cf5b,1076,973,806,867
196,Gao,196,,,1.15,Gao_0196,71d152cb857c17e5049fd3fc839e66d64d3fe7d701749be1effbbf5f9c606217,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,53e918b25dfbc20260a7991c62cbdbb0f823dd6c84e0e2571ab838d9ee341258,f68c6a475dec566c62334a2d60a2f325505db68f4bd24f48548fd20046371fb6,9d76b974a9bf50299a3bd8e2575a53032485ad25af89fc65e695162ce40c0a41,383,1147,717,868
197,Gao,197,,,1.63,Gao_0197,fad6d6c7f9804cead11a4ef36c89c143f6fd92ad560c10beb447727396d96cca,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c198c56571f5b2754c5d3475b62ce2cfce93241fb9be0a44fd4c880971c5bad9,4debd9f12864b8fe1e9415a9b9a39a0000096b174d5167527e973eb5241e4fb1,f045b6ea28c5e30f45fec2b232094dfca4bd773dfa5ba9e9bc028a562b75eb47,923,369,1123,869
198,Gao,198,,,4.64,Gao_0198,01be3c76b47da706099df19e8b06b1f0444c9d17016529ceb84f5c144477933a,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,55a13f94f5545e18eb3cc0d56e5bc25db4bd475d75e9850d0cbf0d2cb83dde19,029d253b6a648da11339d6a73b9b7939b2120a234b842b6e8307a40bcf130cb8,57e37bc6bce60516233b6528aab91274d5777593281bdfd566f0e1250445b5e0,390,13,391,870
199,Gao,199,,,3.48,Gao_0199,ef0d287d5fde7330ef29baba60cdd8d00a12840aa7bc933c164df3e6db773005,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,a2745ffc0341a2ca936eba3a8e4cdf3d9e520f1f6e1f91f38940805f44e1bd9b,5f6ee0503b4780d227b5aa9caae9f19789ab596ad503b4bd6305f82336127d47,231c0521065736c81be3609b3a1a4e7518d03c17ad31535149b4d47d8c6b37b6,757,454,143,871
200,Gao,200,,,3.01,Gao_0200,297fc6f93155e582f1f7e32b06822c30781f25a9994654498ab12b3513b5376f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,7703b58fa7ffbe6f216a33b5ec1707b720b1641f41c8f9d8b1e1860f8b41be67,2371e84963bc38fbc00747e5a773b2cd830d0d56c82b9684418eb731e45b0552,b6283ffa294ddca185ef645f3093ce853c93ce1575d2e2478b2c92552dac54da,542,174,843,872
201,Gao,201,,,2.45,Gao_0201,e1be0d1bc09dad5d00148f1d307c65da1f164661e70c9cfaaa03b191a20240b0,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,d1cdcb937e95e11fc7b5ad94d9df9b85a42ae6f2f5f000c9c98537ccab0e721d,672683cf2edf9b9785cf94910675e2967eb21d804d69b47334ba15faf86203a8,a6e9e2580ab6b05fc0f419972940922ca6584cb8f15c599f9843884bd5103b2c,999,494,769,873
202,Gao,202,,,0.83,Gao_0202,89eaea9e4e53ec04c8c2e8c217f23dfe4295d33ec0414b20fd6aa580ba44a123,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,94a978618b39832cf0dac4a46d88f798835b1bdd5778bd40093d2e2d4795db09,0a3486358f2246f0dfb316352ba56e70a96fdace288d7c04861350b7e2f8decf,063a0ba49c134ce0b28deb1bb52083530832442a5d92a4da96dc3df0c67a391a,678,52,27,874
203,Gao,203,,,0.94,Gao_0203,c3599485ef89dc90845e1a28f58e785d2db1fb05c44998f54236e6d9f0805905,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,fb9f2f5c20575439e3f294a3d308dae6db46516fe53a80df75f9dd12191b2932,6023be3a32e1369fc5817ffdea1d17af908f3cf478759f8ad40ebe457d1cde49,30168f3b48605f4d31648c899c5f3453c0254cd93a1501b05b289aad6f269559,1175,457,219,875
204,Gao,204,,,4.62,Gao_0204,b2104d5dc2ef906df1378599c44cc203b05deab6b24503be87e5cbaba8370c64,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,78236b6bb36bda8d921282f6df5b6281c7e4ad9f20bb7569a627cc8982fc96dd,bbe36ef6f527b90334b5d0deedd5fb808eb15938e5cac3142a71a53d6dd23ce0,45d3e7ca02f51c99052f2c84c1b0556f941d1711cbe8837f0541c5af6c66baae,549,861,309,876
205,Gao,205,,,5.89,Gao_0205,7e2ee7f1d910363ad38cb5826d8a5435becbba81ae35b2559b1e03b98e7b4d19,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,ac106968bafc7b98a27f260ca8bddd3f6ed38e6ddac476fa6a63beb88f05e174,69eddf0cac9bb6f69f404ef317b9cbc60db5de367fc1d02ebaae3b56344ecbad,2e918935e7a5d7ba3f5d3f51a456204466748f994504eac2942332c3021aaea1,801,515,209,877
206,Gao,206,,,6.26,Gao_0206,2ad699a64dd177b20769bcc59898409c4f3c1445a33667c5762932fded1f7848,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,8dfdf71fd2832841c5beef52995d07d1d0ebbd8f93103c6d25143a70c3532b39,f81190c442e2f607b6aaec58deb498a8fc2d04041ef81d688e0ebe407df38f50,6bff63a2697a403bc1a1af9a9f648a075e1b463e245820f593371b442027f658,655,1153,489,878
207,Gao,207,,,2.26,Gao_0207,2366cbb47114de1f82b18ec6e9c5fdc6be38db3229198fa2638ac222237ae91d,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,04cda27ca551b7a40978a9a15f8447c07c6d8067e94e2339dd3cb445a596c4de,7f44e0c45ab15af5d1b9785b4d8678c5a59cbfa052b6c19ce1b90a0e09163535,2755386c9f74015ebef924cd6f95c8bfe4edce53df5e26812ec6b6346cd6f4db,22,609,168,879
208,Gao,208,,,5.07,Gao_0208,2366cbb47114de1f82b18ec6e9c5fdc6be38db3229198fa2638ac222237ae91d,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,04cda27ca551b7a40978a9a15f8447c07c6d8067e94e2339dd3cb445a596c4de,7f44e0c45ab15af5d1b9785b4d8678c5a59cbfa052b6c19ce1b90a0e09163535,2755386c9f74015ebef924cd6f95c8bfe4edce53df5e26812ec6b6346cd6f4db,22,609,168,879
209,Gao,209,,,4.19,Gao_0209,90a88362a87929ad19c5dfae814c2f66365207c1006e4337875c08044c839f12,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,53b952e8efcfd95d95731ab1032c3d710b9e4cc696cc65da2cb561e70f15d229,c6e134c75c8eecf1b3c3769c23e9fbcac7301ec07f4625aa5eac31c7baa13609,44d8e36091f76dd6722e9f2f0282136d6e9bccc258195ad5596554ea54527791,381,915,303,880
210,Gao,210,,,7.12,Gao_0210,70434df1d77b34cea0072e83e5f534b0dd5983fdbb8b40708881f75ac4755396,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,96714894e17bb3d90b223d2b769b11fdadd7a924fed3a729ed5fd996114437df,195b55d13d31703a65a2cc535f115befde5baf0fe0528e53ef63e40e759138b4,452ec8d42c4a84b51e55abfda07c3f916fb576f4fed95d5cc2bedd87bfca2ffc,688,130,305,881
211,Gao,211,,,6.01,Gao_0211,54a5f59df902cef33e997fb7a72905e6514991bca5c6a9a66bbeb323a90bc729,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,3f136c6440a6d7e7e267ec5fb66ab6c990681eb6a18c81446ae564cd7b8fffd6,79acf90af40b1654acde3b76b8ba0598519ef368306d7c5141fa15aaac2dbed6,262d942daa6643125309676c9394ce8f9a9ac77cdaf1aa5fb7297ec6705d93d1,283,582,157,882
212,Gao,212,,,4.75,Gao_0212,45367b42f754d807db4d2be7d46f8bfe031e7b23a4420d10713f7e5d53fbbb27,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c802ae42164a3fe065223cc1dc15ad5768b14553405b51937748bafae0c56373,cc12dbd54c2d4075d68ef325688b145230e5fc24a50e4f8d433df1b715de6bb1,6d5f22b9252d2ae90ac7bb210c70b4957d3d0b934d0e7f7c18ba20fa7c53029e,954,940,494,883
213,Gao,213,,,6.3,Gao_0213,a5172e3c28d79bb097448baab25ef5a59cd2a94cb6c0fac390ff992c2c5f340b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,3a10b1eda8b2867b8439daf93a98e37c6ca791ecac9dce8f0e4adc448e612aee,2d9a44852a4ec96e58aebb4d27adc0bcc4ea8d1418e90f055c689b18e937391b,32ad3c8e7dce743d19047c4abe58f51ba0b9500f8b4c316da00b4da7c6240de9,257,220,228,884
214,Gao,214,,,5.82,Gao_0214,23001b502b454f3b06eab8dc108460190ba6fd334136334defaa10f1f31d8153,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,d666965cb43d3cb2bac9813d205ffc1f9fac71a9680106bad5f05ad72d372904,3cfd8f610d6c0c3dffaf24401bb34132d4341aedfc995f0736b01618458de74c,29ff797abdabe8e9a26b6f489262da8dc34374945c1945340dcd85031e067cae,1019,300,179,885
215,Gao,215,,,3.29,Gao_0215,3ff18903bf47f38d267e6f4cd8e1074fd673bf73414851caf0911c57c1112f9f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e76a70dd86bf7d826b7c79147f2cc84dafe6a5ddf573685c9125182d27dc2498,c9afdf036c9acccf63df26908905fd6be3106c5062ca2ae2aeb2868c6f60fe3b,8ad19038258fc95af507f2548b6fad607c8edd45d548413c99d86b378850c428,1093,927,626,886
216,Gao,216,,,3.37,Gao_0216,fca6e943384b24aad2fd297a3bd2d6c1e393f861fda49e613cd312289e26b59d,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,defc9b459ed52f6dce2d950a6546df24d610b305c9018ae2721696bf26ac37dc,31a0f70ef12cdf79093853feb89ae24479cf9d73a5514b324cc689538eb311bf,7a3819cd6e48f9cba290f11d960bffadac921740a4c657da7694c0b945c85b86,1055,250,551,887
217,Gao,217,,,2.69,Gao_0217,9c2105546582da43179924c2dbcc8ef7bdbec5a238350ac8ff27a0cd5652e69f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,db4bac349ac53ded6464a58c36a2c17e04bee8bdcd13cdec47fb0ef1ecef8ccf,71e44ce342151ec67ef03e321c0a16ea243d6a29335b4c41e556b8985eb7d56d,8b8660aba22bd4a7dc0e117c6f33513e5de7d9ee5f4156f0bba8fe442e71f4e0,1041,552,632,888
218,Gao,218,,,2.5,Gao_0218,b68eb4abe8ebd747ab7c2f30651057e2dfff5525807f0805aa2794bd8e7d88db,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9c4521bc2b68405292651e8154d20ab860418cf52d257099c59c052d98166c49,ad3d4c95cf3ceebe5b36b065f5de1248ddbb067b42b160661fa000ad7443ab14,f3a30e8050cc9575968973d3c9b83809c6095e593c3b48d45e87b4f4173faafe,713,791,1141,889
219,Gao,219,,,2.68,Gao_0219,51e16e2516b0c9835dd0cb5c60e877c4886d39f0ba1d472be4e21cdf7b0a1910,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,85fd92ac4e45cd352f65e7b39963391ab64788a3365bf07421acbf1440633f63,f9f0eca69c61a7cd29c1d97f7936394ccf223efb78bdc843be41b530ee14e377,5e2e454f88b437f149ccb469b548dd6b7034982b5d32d8df1e46bd4e676228ff,612,1165,426,890
220,Gao,220,,,1.73,Gao_0220,c4f073a8986ba0dfb350514809a16757d64991245d738d0d33bebfa688774c85,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,b112829b1bc5431afcf527fab6dbf1a05ed8918c061d96066a1cd1f8ff31d045,002a76c0aff4a69b702caa9d8adfe3572644af051e4bea69e800c15d40012bf1,e44e60f2d83d23a0bd342a081f2aaf53a6859a3d8dedafd68336169ffd28c29e,820,2,1061,891
221,Gao,221,,,3.24,Gao_0221,a2b06273ef482d6c34673ad930fb3b9b91a2c4a027ef540c74cf57624d74bb9c,c974279b3978329f1ff6eb86effe3f4876852e90b6dfe8871e8072e64e9417ab,414defe8b4c4e50c30581832c0490bbf88a1708e20f9db07422688efa735785e,cdf05379e710714135a660125bba7ffd7342168f37e250c7fb8bc9299e1f43c7,cc7124019f3b0e8febbf3c72829b707d117b6f90543805d2bbb891445e3294ad,298,948,938,690
222,Gao,222,,,6.4,Gao_0222,a2b06273ef482d6c34673ad930fb3b9b91a2c4a027ef540c74cf57624d74bb9c,c974279b3978329f1ff6eb86effe3f4876852e90b6dfe8871e8072e64e9417ab,414defe8b4c4e50c30581832c0490bbf88a1708e20f9db07422688efa735785e,cdf05379e710714135a660125bba7ffd7342168f37e250c7fb8bc9299e1f43c7,cc7124019f3b0e8febbf3c72829b707d117b6f90543805d2bbb891445e3294ad,298,948,938,690
223,Gao,223,,,6.9,Gao_0223,a2b06273ef482d6c34673ad930fb3b9b91a2c4a027ef540c74cf57624d74bb9c,c974279b3978329f1ff6eb86effe3f4876852e90b6dfe8871e8072e64e9417ab,414defe8b4c4e50c30581832c0490bbf88a1708e20f9db07422688efa735785e,cdf05379e710714135a660125bba7ffd7342168f37e250c7fb8bc9299e1f43c7,cc7124019f3b0e8febbf3c72829b707d117b6f90543805d2bbb891445e3294ad,298,948,938,690
224,Gao,224,,,1.87,Gao_0224,93afc131b110eadace278552863a41d2e2880913bcdade2f33c0e57168d8939b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,a49f2f58c55e2efc604ede27521d68c9861bd59751e72ce9703f635711473341,602ecbdce1f69bea8ef8af80e460f381e459b657975d8eb64c122979a7f630d8,6a342ee038aaf91a5dc9a94b83a4591b332980eec7051dc7db9b6fe15915bbe5,760,458,479,892
225,Gao,225,,,1.16,Gao_0225,3843ae1ad8b7c5a0232ebe8c5ed3e64efddbc4598d7eda17b64367fd44d3e965,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,76d5336b8f9a44a9323e3fc9563a71e01534e3196b31f9f9e512c8adbb4e19f6,e0c2dc649b3ebec541caf70ee4ded2c537a00f0ccd2a5f54de197d521611c8a7,733dff226850cd88d5c2a62b72de3039452610987b97dad47e5264b82633c709,541,1034,522,893
226,Gao,226,,,7.43,Gao_0226,92781bd81e932361b13bb1f8ad14d1079d3c4213eb759690de5ff4a2080e895b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,403e7bccf48f6a584d192bfdaf9107d1131052b3a316668b2f98d281139c86fb,5dc1d8fa6b7b818e23973c44653eae5e66f5bc237c251dc0b8d2aeecbacf6129,4c0bb01a3260c29b34de0cb8b528b52ed1f24a8098a51da5d8f34818de71db82,290,443,331,894
227,Gao,227,,,0.52,Gao_0227,11e55ee450d21615fd8fabb45ffeb78aa2014697101bb31b25f8bd9a6ddc36e9,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,1f6f0c5fb9a9771e69f903d8b8d183b7d77ddb265234f2662ea2c8c7d2cbe524,aa04242d1cbd03646b4678997dbc87dba39eec0143856c97f8bf6b0c5aa9372f,0b1d8f410f3ede85fb78bede2c5c4d413be228a7fccfa5f5c4119a25c5108fdf,146,781,57,895
228,Gao,228,,,3.66,Gao_0228,e00a95a19083701b08b8b738c73f77b2504b932a7a05d222103ab86251e4e1dd,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,b561985fec9ffb8dde6c7757f7bf791e276e0ce8ec2c9142038dc05cbfba3351,4651dd261e604af543259b84d3101628554371dd9e967b3345291070eb086aec,09d758bd3017cbe3d43431a0c2793c7cc7a56876a592663afe81d8d4bf0b13d9,853,337,47,896
229,Gao,229,,,2.7,Gao_0229,10ba5fd892cf1e7e789e20066bb438055add81570284b423c42b43bcb15f18f7,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,bb484afe6e984f6dea47e75c20311ee2e83681a4a8d51f185b5972a9f7c7f47b,b913a19a77d09a522d8bd4ca39593b012fadcc8de83b1136982d4222b6521994,09dea536ec21ac92de8104d8ea3a67522bcef4eb052ad30e68017c10bd81f573,885,843,48,897
230,Gao,230,,,5.05,Gao_0230,2b0ae1ccadb4d34755bc7a089f14c499a291a60ff8a65f67e8f68d2627d19355,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,3c4184ae2a76d56147847048a38724bb0d53cf484f98973754bb7eaa8eb056bb,67c50cc87e07074ced0398b6f76cb25fb006969f875c4d10fb39a4f60299688d,4c34ab11fd815301c734862e55ea968e48ea5a11acfe5255f66f6e06727b774f,268,496,332,898
231,Gao,231,,,2.08,Gao_0231,e12c937c3cc2e1796437a157c014ba28ad62a0de5ccbd1dd6e3e0bcfd7330f0c,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c8489834b57ddf49646771e24c9b9c5846c6f3df17dfae8fdfe71d59fc0e9e5a,ed807a0d2124255d046fe728f2df5e6bbb5e839cbc90f1fe52961de7bded68a9,9df40f41244908e5de4ab4c8317ef9eb4689a34d2684df569f6833971aea70a4,957,1102,721,899
232,Gao,232,,,1.17,Gao_0232,ca830159e994db4eacfdb81d0931c5e61803827daff84030e0fcaacff149f050,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,6c3275f47024075e70329f41cdff7d48666cc39c1657f68cbf7639076e8c5475,af557980f1f5a9328a1650d4d5d806679771a55235cfca0b0f2a3cb9bfcec1fd,984b1b85c5259fe8fc8127040f50f38a8a77f40199265a550e4bcfdaa3be1dac,491,799,691,900
233,Gao,233,,,1.85,Gao_0233,2cc7fe924219f19a4197916277931bdaf43fdef42734e7e1381d9e798b43b45e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,5f4ccf59e425419973cb0e80fb5b842e235818a39561ca1538e793d7031dca53,17e45239935035789cfcd1c336e94f1147c1b24c2f95960c696b04bcc996acef,3ea3a499ec3e7a6cc70bc9c5c6c4bddea4d88d16dee3022440d627bb664dfcdf,430,120,270,901
234,Gao,234,,,1.02,Gao_0234,2de551292816eafdfeeee7b0aaffcdb2bdbdbdcfaab7e42b469f929347df39e1,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,81f6e823f14bafd77252e3c59cf7bcbf21409d6fa8166593e74942818a58c6b3,9e087c453c6bf882739d66da0ed8f1400ad5e220317b8be41b68d4abe92dad19,09323cdfeb62998d64c83ae9ec81f6a4aebccec9dc9b08e3e7bfd0595c07f957,593,736,44,902
235,Gao,235,,,3.62,Gao_0235,bbd11424e199392c6fb77e27e2156185518fff5be2effb8d47dbe6c4712eaa1b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,bf3c7c2bd13824cd35d255e3846c865d32752d828119bf12c66c3f2bbeebc8ae,50c85fcdf762f991e4b1a1b20c0681436f969d127ac2e1c169a38415fd069a1e,319d94d83e66483cfad7a9595dcec5bdf8eacabbf4604b8bd0dd7e01b6f8285a,907,389,224,903
