array_index,source,source_row,donor_smiles,acceptor_smiles,experimental_PCE,pair_key,donor_fp_hash,acceptor_fp_hash,pair_fp_hash,legacy_sequence_hash,role_aware_sequence_hash,pair_fp_group_id,legacy_sequence_group_id,role_aware_sequence_group_id,safe_any_encoding_group_id
265,Gao,265,,,4.3,Gao_0265,f6abd0dc5655a647019028f15337503f23242de0fb9bf5eaf8b14e1c75029379,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,b70070172873691b72d09dff8f88de1f055f6f83cbd2fa23c31871bf7b038b10,e76eb91787410233545f7f1121939751b3a0ff17776a623d5a0ea07c80b2ef09,a2cdc6592504ca2ab2e6f37bad82c9905da67663d41d9408527f865e292e23bd,864,1067,741,933
266,Gao,266,,,5.02,Gao_0266,f2f20f35455865f95381498145d2c8c7c5d8565f5860390c721bff8995f43926,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,a533102210ef8938e51eecefe5f56b7ce8b10f015d10f3d5143193f139ffe103,c54756680d86f36db4283dadb0e5b46220c0841c865b0a304eca5fe329001074,07d980317915fc65adf5aeba290a6de751d3027495a9031e10a0fae7b690f969,763,908,40,934
267,Gao,267,,,4.01,Gao_0267,6ffacbe11173334e4988fe7a9b71b41e3a1e6b0fd5bc907eb023122833ac7d07,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c3a86152fe43e084171ef5ef254699571beb3a3cf31c8771f17f77d0ec08b42c,ab84c31626b608004af7a39b9a2ccc7ad1bdfe58df4f284ab12960daf1096b0a,2af2930fcca3cdbe8b60e5d2c85a8b9b38a3d640afa97a33047bf3a6783daf1f,934,788,185,909
268,Gao,268,,,2.83,Gao_0268,8b56c66d04880ce3fd1e85e207ecf671662746e9c0a60a7d510f532d93beda11,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0d024e5c6f7fdc62e09ff1d6a09e7e9dfc893b45c227a47f083ba8f21314dede,26dc15ce21fb1f9553fc82f889c3b7fb743fb173af994b617144380c66bc4528,4db3536f6ea30e65d93959905651e3bc7c3997549569331da5be22b79584fcfa,59,195,343,935
269,Gao,269,,,1.34,Gao_0269,4546ae53203c5c08bf15677cefa79b3a61cd23910f2c0eb0278a766978c000a8,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c3f40a67b5b7e091394faadbc89c3c2804e405b31bb10ad34960144bdbdc67f0,bd80359add8e958cec1600a56585c030aa4056d493ec783ae8abc47a8b05f9bd,263c51936bdd41ad74945edc49333d2fe9dd0a0ab5c9235543da2ccc9bc4917c,937,872,158,936
270,Gao,270,,,2.63,Gao_0270,eba31cc9feef54707da5722b6aa66445720298d05892d2d41561fd0e35693692,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,abbf05535b9aa57c9d95ba0f24ecc1831e3357925957571dbdde84530ffbd251,92294c2b2ffbc112064e3a811b58d23acbd4dfb505aa4c17ee4e27cf8119ee42,e9ab2686e82cc1c3a85e2c286dff9f73647484e62cc3732791c8687419a0517c,800,688,1085,937
271,Gao,271,,,0.71,Gao_0271,22f25f41611f79ef0990b3c3d77edeb7fc9f5c1c01938726b1a42847ab3d7b5e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,7448525138c07885afa94e05b7e1b25d0df5dadbbb43190b4dcaafb1c697322b,bf34bab4ad4e80620c64a7bcbfddecccd00e8f50ff73106b0e42d6574db7c75e,44c3f496b83c6cc659182e1bccdca1b6bedfddeb813d6a50d24b679f320284dc,526,878,300,938
272,Gao,272,,,1.98,Gao_0272,a4464d7d587779a217c3e9f465a2e790bb12a19ea42aae0e6fd02b3f1b377623,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,02e12e5ef4e1143249c639d8e64c3f7c990b66cedbf44d29d13fefe80c9fb6cc,48cb54a39cfbbfc97804258ef0749df65aa4716a22adf1a3fcaf6ee12efb7e8f,9e3b15551774ffde55709ca714f45ccb766f96fb4ea6538db398ab06c2b7a788,14,348,723,939
273,Gao,273,,,3.68,Gao_0273,b3c2523522154beaf1f054306629b8fad220673786f9d269a0dd8f9bf068a789,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,2df73843ee9567db97a648217cd048847833b06013e838dc16dc7bb3e0937f3f,f188ad35e1a55754584a062510297276ce8982f1acae55250357deedc23f41df,66c47212b1372eb8d05e298cda28cbc46ea198b84d1ef331fe6c627da9f6a5f2,201,1123,466,940
274,Gao,274,,,7.97,Gao_0274,55cbc28e8ae238037986818fc49b24737de70ca5c2f98ae9682763af7f4996a9,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,327441582543d65e53fae3d0255521e0088b7cddff9bf7bc68bc9fd046f442c7,c9ab8f456f259064455dcc2778fec1aac4bfe6021a809c1ff23de62b9fffbb28,9a0097bdd2045f13a493ec38926bd5b25488651f44607f61b3d12f2c8591b120,224,926,697,941
275,Gao,275,,,0.2,Gao_0275,05dcaa257b716e03628913880461b2794ff27e5433f96b287980030967a8d035,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,44fa7d6a5e66db3a81d8514607d5ea3b8dc470e88593a9fa6f3e216c78c34ecd,01b47410ee02462ad487d13699fc7f36c5c6694c321dc67117c2c0d99338cb08,e15ecb2bc9c99e23d240381c7a5d894996489f22a5da0f3a842836f6164222c0,314,7,1048,942
276,Gao,276,,,0.35,Gao_0276,d8b0a72fef2c3c46a9c29973f4e8324ecc924e74c05c605fbc6bb10775250243,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,65bd90b75ecc6d46aaabd3d2868d7aad0c860955807fdad816700c71cda117fa,baf9696a19402674966e3411dd4715a19ea1baaa9834ef3db20a8d47caa05d15,761542864f0b42a8e5b2c6df934357c518db96144b245f48290ba6f1b0646e99,459,857,532,943
277,Gao,277,,,3.21,Gao_0277,3056fff04d4498bb6cebfb48a97b2ec188d1adb404ba7cf573f42f44e21adb2b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,35fbd6f9dfb7f3d8ecd56396a0d6e9454b1596d2c4020a1f58116b92ab1b380a,1e765628f9d8d8234987735404f90187f2e20ccb1e8a4fb34aea573bd21f7e9e,a32f41262ddc7deaf852d80f2b2377b1c907e005b8282152a6c8c884bb42f57a,237,151,744,944
278,Gao,278,,,5.07,Gao_0278,756a20dd54c5e4f6d85be055d20e9793a272b45972cb9c6e23cec8108e01a1f8,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,07d48c2dfd1ba21a08c23ec8211826bff0c9aaa00e5d9655eaae1d520a8e1e93,9cfe7d4ccf3db74b77543853caa441574b15e4c20f35c49243eb3e224b4c0981,ec850b163a3ed45c39b8e5ddd8e5caab4f62e7f6016982ff1baf2e4f363fca0d,32,732,1109,945
279,Gao,279,,,7.63,Gao_0279,1c742257e7fe70912d94cf4164ea081f01c4ed64ada13bfb7dca20640063338e,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ccef8b78299fad02767b50bfb87466c4a1679f1f6ee8f0cdf332190fd18f9017,eeb3677cfd8ca7a6b1d71edae89be917b2bf48629ee42946ff1bd76688c3ac02,29565d825266e6210677dd1b33391988f8f0cc4590f527eb2db7953308a0b9f9,978,1110,176,811
280,Gao,280,,,4.97,Gao_0280,7b5c7533890c45416746363462dbe72491f3567507b2f45e258e02697d55e3fc,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,878ee8d9ffa1659e4cbfa95d4b7cf0d3860f0638f7b3171317099395908ae1e6,200c59a229538ee2582d0e9e4c504ff7a66a1b99ed65e86e2bf57d34b03fffa5,f72fdbe50cf701854f21dcb28757caf572fa889770bac9950e0077128ec4e8e9,621,153,1156,946
281,Gao,281,,,7.57,Gao_0281,5050cb6fdcd263fccbd8a8f028a33f9a019017a691c9f0dbb5234cd9d0a48346,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,d258a8a3212dbbbc89f1ff2638f538f920590022048c1d70dc9776c305de49a3,0d14edc81a785983b22fa81cd390f7ae052de847900f7af3bf06373dae3172a1,5c032f30c969e181c597f71817e97e37a0f7875f93c90e225b7af0fe9257a2f1,1003,66,413,947
282,Gao,282,,,5.34,Gao_0282,87520d9ad69f0faf71bd09d3c175f83af2e4ae3b2db3c68dcb6eaca817bed27a,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,dbf33d1abe70b1574623463a48ea0ac18625bc51bcd12d65023e3f536e9e0175,c6a945bf65d9b25f1a72d71d51e64a8d9640009562c68bebe38649ec37dab90d,5d4e1b0363eaa5fac9a805c2661df7db622905ede8e169a903a9cf9b7bddd866,1042,913,420,948
283,Gao,283,,,5.07,Gao_0283,0c36cab5a9a852294b170d8672e897770cf4da978f4801d384e6359c24f3562f,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,7aa9bab1b6e322720cf71825854d241495b9156c3543a10bca7663e8a0d4c9e8,8d35695dc52425c58d7878f77c93f96d1dafc289fbc1b714780d2797b4b9649d,6e325f7e44e23509c2c20f48f630046542887969c7e743c5bca82ecfa40ee72c,564,662,499,949
284,Gao,284,,,2.48,Gao_0284,c15f28bf5c36e32faec52aca909f11fce4149bd7908d942c821402e54552903d,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,370b7fc62e5bb8b24526e33a02d8dce7f2c53f2d05d820f12abfe8da110c04f7,6f5175bd2819090c341b4144a36864152532b733444cd49deb2a7be109ab4992,afadca2b3f9ad601109de45adfb816c6f7dd5d02125c02b3deb39f894801c1c2,240,541,804,950
285,Gao,285,,,5.96,Gao_0285,3b832f75aab651b7ca5efe2bb1ad99c8a89fee27dc4dcb1055f4ec022d8aa3d0,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,d40e3a5e7c60db303af1be064c59928970f4807d3c8e267caca7892ddbc3f74b,c68849bba94436e372c54dd2d5da3747c42aa2a0d656d320c0174874ad479415,82caed1db3c79c6a9c0b9329442b3569e2096ab20e622e8e8a1c51eb0cee9595,1009,911,596,951
286,Gao,286,,,5.72,Gao_0286,0c9c95dc3e1ecdd546dc55e0a2bd605bb61b3e499cda3402a07981d76fa75c61,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ca19686eb05aeb1d1bd81c37aeaf56a234adfab8688a32667f941159f2785619,61eab8863dea55d1179653d5267201b5c151ef035d9ff3c874c98e8bde7b68f7,a3322399e09109d1d04060b2cb187189d30b6a5c3fc5ee28bb66543be670c50b,964,466,745,952
287,Gao,287,,,5.1,Gao_0287,9ff94dcfd4573344a1ba9c635409277df70d857158080c9bcb0b115492562190,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,789a39088cc504e80f2a836a99bf6a2d2f44bcb9730a05c7901f636a99f90bd2,ddb2d8b61ddb4ec7cca9aa23137e52ebc6497720ad31c50dbae66ccc06b940d6,41e8a4e3fa7c68e198c8532feb961bd10455e5b3c1021ddb59fcf49b3b338671,554,1017,289,953
288,Gao,288,,,5.6,Gao_0288,503c9299ddf4f3933267604f3b639a6e8b40852ceaeb5e0880f3d895caa29004,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c35fda56f2002abc737a07e7086936194658a5387156d7454570b3a6b8eef5d1,963b7b4d6fd6e7127c71f82eace906f7357d14eb83084636dce95bc94fd4314f,2fc9e7c556a7209c51bffadc1c931a1985ad082594c146e4807cf0f82c17c86f,932,701,217,954
289,Gao,289,,,2.0,Gao_0289,503c9299ddf4f3933267604f3b639a6e8b40852ceaeb5e0880f3d895caa29004,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c35fda56f2002abc737a07e7086936194658a5387156d7454570b3a6b8eef5d1,963b7b4d6fd6e7127c71f82eace906f7357d14eb83084636dce95bc94fd4314f,2fc9e7c556a7209c51bffadc1c931a1985ad082594c146e4807cf0f82c17c86f,932,701,217,954
290,Gao,290,,,2.69,Gao_0290,6737dc82cc9900d369e64da24c3ba5284c1c7bbbd5a06b3ad014827e0b23521b,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,eb5db58520448fef5328654fa499000e015cac0a8a128ad7dfaf82496c6c817d,d09319fd46d4041b09c36364276ed27df628e78196f527c61176b382ed50ca16,c5c702be24382e1ea9c6e53002a45538ab565f9d25ad3f1be48c943ffbe14d17,1108,962,906,955
291,Gao,291,,,2.99,Gao_0291,6737dc82cc9900d369e64da24c3ba5284c1c7bbbd5a06b3ad014827e0b23521b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e0b0a20fb07fb7880551fc6fc6df18d21a53e863d24d9740b6a31f5993b50e58,0e0748ee2bf54f1c585e8a648e8c4df7096c6a948ccaf82a4a5c53946f86fd62,d3a06412d0c230bd754b81b9acadcfb42ba809b8762e111069496ce7c71b6968,1065,70,963,956
292,Gao,292,,,3.14,Gao_0292,6737dc82cc9900d369e64da24c3ba5284c1c7bbbd5a06b3ad014827e0b23521b,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,eb5db58520448fef5328654fa499000e015cac0a8a128ad7dfaf82496c6c817d,d09319fd46d4041b09c36364276ed27df628e78196f527c61176b382ed50ca16,c5c702be24382e1ea9c6e53002a45538ab565f9d25ad3f1be48c943ffbe14d17,1108,962,906,955
293,Gao,293,,,3.34,Gao_0293,6737dc82cc9900d369e64da24c3ba5284c1c7bbbd5a06b3ad014827e0b23521b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e0b0a20fb07fb7880551fc6fc6df18d21a53e863d24d9740b6a31f5993b50e58,0e0748ee2bf54f1c585e8a648e8c4df7096c6a948ccaf82a4a5c53946f86fd62,d3a06412d0c230bd754b81b9acadcfb42ba809b8762e111069496ce7c71b6968,1065,70,963,956
294,Gao,294,,,4.56,Gao_0294,6737dc82cc9900d369e64da24c3ba5284c1c7bbbd5a06b3ad014827e0b23521b,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,eb5db58520448fef5328654fa499000e015cac0a8a128ad7dfaf82496c6c817d,d09319fd46d4041b09c36364276ed27df628e78196f527c61176b382ed50ca16,c5c702be24382e1ea9c6e53002a45538ab565f9d25ad3f1be48c943ffbe14d17,1108,962,906,955
295,Gao,295,,,4.99,Gao_0295,6737dc82cc9900d369e64da24c3ba5284c1c7bbbd5a06b3ad014827e0b23521b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,e0b0a20fb07fb7880551fc6fc6df18d21a53e863d24d9740b6a31f5993b50e58,0e0748ee2bf54f1c585e8a648e8c4df7096c6a948ccaf82a4a5c53946f86fd62,d3a06412d0c230bd754b81b9acadcfb42ba809b8762e111069496ce7c71b6968,1065,70,963,956
296,Gao,296,,,5.2,Gao_0296,450932e86bf1da0e1f7bccd85fcf12b0ff8384e7447e40c6c077a961cb0ddd5c,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,e268403764d3c0975902120330ffc574cddc2647fef694bc64384c470f6c137e,f2d21503596409dda6e945da0acdedaf88433903c27d96685920e7a78643d04f,28c1fb75437e05537587378b0dc21f1055c1ac4ae2170e6624007d219aedebd0,1072,1130,174,957
297,Gao,297,,,7.72,Gao_0297,d10254e2afaf10814a4bcc10b75a099d78dd9af5436998511733e94ba8eb070a,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,4be5efdf9b96e495ce792acce7f5e14274b5c0d0972e47e49b43752917a945fe,d87008344ceab746ae82f1d97969bb0d598fadd3e5e6568670c390db89fe5bf2,66930d2268b6068537fed312d1882040c87018b4e8470ff03d7e228a64b0a986,354,1001,465,958
298,Gao,298,,,3.5,Gao_0298,1cd2cccbaff920b5283c684687ffacc5d25c5868210e1c01af118cd0362e1674,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,7c21d057745506dd88f2d1af226e618e3c9e84ef83201fcdd5ecc35581613017,5e2e22e7207db04bbfa801dcbda3a86730f98153329661f57a5e26f644d14b57,3d21ca5c41dfaf85b041236f2fab366ff3d981af7a0fe14bcc9c5e4ca47b24be,569,447,263,959
299,Gao,299,,,4.54,Gao_0299,4ba77310824b30dc20fe05eb47cfafa5f68b7e3f88b011dc7a818317404433c4,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,a18f224fd4a5892673aef101368e06ff276b245cf77f3eb2708e4ed8521c0ffa,e079360851f051208c3f6ab7f25507ccebdc021f7cf413521951ebe007c70f9a,63cbe40406534390f48bbf95dab7d8769a9e279e5c4474db5c9c074c36045772,750,1032,451,960
300,Gao,300,,,6.55,Gao_0300,76c664da055da4a266a000e75d467a2ea800db41b7b0267d7dcf5b1413a076a6,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,e43a3576a190b9733041900174ebfdc56da8ed467b73d3d2a5bdf8b188b1f4bb,48c19074e5ec5c1f5f62c3dd0e2fdf1b4bd4ee825552692e58eb8a1b32d06d31,90bf71e50ef28241569d6afe682c825692368d4f018c1e6d71164a396491350e,1079,347,654,961
301,Gao,301,,,4.4,Gao_0301,2ed3a3cc7d8786e6f861dc065f6efea3894048e5b37d53cc7b355704e89b3fdf,662249b27f71717e6cd10bc40d9d82bd63bbfc14fed03ba60280ffb003a773e7,f69cfd7d896b03e084bb8b95433f2a916e34209f85a7378691d0c08a34583e96,7539ccaa8ea014268cd35bda8fb2bf67ce2d50366bc0aefdd9192a1e3657e354,0d1c71e6861ad482e234740f43fa60b6eea22f4ce9b1f205390529db4feeda65,1153,565,63,962
302,Gao,302,,,8.06,Gao_0302,ea49c52d36b25995bdf69af9d550a26d82ff4d29d413ad0eec0a5c37aa9ca6af,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,ab870f83d81fc20f2fce83ea50639813211ee00489f3df58ded43cf8aa2d9a5d,de667c24c048ba94ab6ba7a9b13a487ff1a0421a32e219f3721c9e19d7ac39d5,cdc3fa78da8f053e73d43d15672194a88d422bdcda231136f769a77d3aeb08ba,797,1023,946,963
303,Gao,303,,,6.3,Gao_0303,064f2f531a2cf9dfc888cba6978b041917553b4c584d3c53a9d7f0908e2d12e2,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,7a7b0723edfabdd893412ab89e73da4d8f70aa5aa005571bafb3398e3e2efd27,8a95e68f24c54c0d327dd7f61f0b31543abb59d9fa3c1c8ce1b3134650ff9586,9ba7a3bb2c1649fb1f34ca394824fd42b10a5f94d939f1bda93f6feadd8026ad,562,653,708,964
304,Gao,304,,,3.21,Gao_0304,73b7c91360ad26789d7bf91072dea1fe81d7e1157a5073b3d56cdc30d6604457,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,9fd135c0a1f725fc1931a1804396ff7670cbf5572e1f5d501fd0bd9765d1ac95,8cfc9850b893485faea03b390ad25276d16851f98c3385abc4c440cd7a6a4537,c49de9c1ee3a57e47e701717b42352a52130fd7a05162475307689af61448f6f,732,661,904,965
305,Gao,305,,,2.2,Gao_0305,ce4e721e6823a0e3267a45b5bf3313b76d5c081c8b792f2793bae70a01f1583b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,533521459ddc9d476fa9cb8ec3ca316f6342fbdc1caabd303116d4d4d19baf2d,4152f18c312df30d9d6b60dd3a0dc27d6a3dd8b5e3823421e54047d2efbd4239,ccfda48a00c4fd917a42560a800056845fb5e39d08f2bbf6ffee1fdf434ef995,378,315,942,966
306,Gao,306,,,0.27,Gao_0306,36be1566525e31fcf85cedfe055b7e2ddf1c34aec3e5467504a8bbd63dc73908,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,f8bfcfe81ce6be70d57217bed838a8abc2e92cc3a1e5245441e64001654bb737,d5b0f78bc738f2890166368f0361e7672f7b2a996a0fd53280ece2fe8adb5351,06593e436bdc7add2672e7e659f324d411e73d9211000953b49184278d52e5c7,1157,991,29,967
307,Gao,307,,,0.55,Gao_0307,2e7d48f791eac222064433089ff9f39d9572a192f384c21e19d29911d1a03760,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,fb77cb13c97fc39af2c8343bb8514159b378cc3c462e324c940d18a50f950f78,1176165fe5896b4d95d4ccaff88fb0f3cd6ffa877b4193dae1ab5a7465f6eb5f,c2a1d8c32ec7cd4d2811dee3b8f41a0f1db0f3bb0e94c817c762e52c86e37e94,1172,86,897,968
308,Gao,308,,,7.17,Gao_0308,28ce4819603885a06b0d07962924c46fb385b75e08ff3783a2556db8db5466a4,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,c556dc6cab6f93395ced214a6f74ce192f12fa2cf506ce51c9d13085dbbd8905,6ad3cdaf0baef59ac3c9b709a6f94c6ad0b3e45f737b21705c39fa339d74901e,896fea22774564fcf975fc02ffecde0b8e795f94de5d447382f58e4fee87e8c5,947,519,620,969
309,Gao,309,,,7.42,Gao_0309,7afeb13d4a11539ae9ebd61294446732423c395d6e4bcb467db062ef62cf8de7,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,781dbcf7d5cfda35f25ef4ac623516c3ea3a861006344bd2f09dc7b1d1bc057a,5de6960c21c22b04e167bc7a630f289e2d6370ebd65bc5dd892c7548d7658ae6,8518b5ff161b1ee0b837fbd924f9fd25b0b099318ec50382d7dff2be4ca9b20c,548,445,605,970
310,Gao,310,,,6.61,Gao_0310,cdb1e472403b1548605a0a76d75917e9327bc0044ad07e45a1bf8cdab01e33fc,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,69b93e20c31bd01cd0dc4ad40ff3fcf40010d214fc65b5ef362d65c095c01a68,1c21fb357d5b14c3a3716fb3c24501386679e11a84aa860b9d09fddaa61272e2,2e0979352632247bf71c33c2f2ff885dc4621a693211de62d7b78bee0cc45e62,479,139,203,971
311,Gao,311,,,2.73,Gao_0311,873b23ae23e906b08be3c9bbbe2fcd0b5a5aa55c317640f5b15c0176d44ec658,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,d3b949323d4f7250ae1e7e12e4b13bb8f0dee90c2b6f49fccfce0f02780d1c26,21f4a0e86556dc1edb64d6dc71bd7c66fd5de5ea9daafc583a161c1092182ca8,501f1935a5720531714a2c36129ae51e3befcf0b613988374edd99b4d12bfeda,1007,160,354,972
312,Gao,312,,,4.08,Gao_0312,34ea0b3f0b23567e4612dcfed7b1284d26665cc4275a47ab05287b296eb7ec3a,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0274a949ce7231efad28fcb5fadc99d66893d759d1444272e50a58fa1440bc17,2b5e9d71ecaca998fb2c75cc1db9e079847ff54b599b7f5aa831f5ad050c1814,b4a7db88e6d5c04612428bc49eef3b684a8715717f1e2ea14620c165fa6c6d88,12,204,833,973
313,Gao,313,,,3.03,Gao_0313,ce71f48488762d8b68f881c0cca14aaa856aaad026ca97b6801418d53acf7191,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,0ccfce8e8f3095ce0f15302e3af16a3ca7bdc8ea31a899334e667c998444ced8,e7526c711c13700b2ce462450fe3f50ec115cd92ef8d852e7a9e33396552d2a8,a06efbfea91413b5560d873d564b90dcb26dcefa804e6d38e0bfb03a87c22899,56,1066,731,974
314,Gao,314,,,4.77,Gao_0314,677477610fe6ca2289d5a9a3ccba7c8383c543983bb4067cb31f1cf5ec479772,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,14416aa5525a6276316b447cdbce64734601507130087e27a7491258a46949e2,91e9a78b8b9913c2e274f4678c8cbd1a688c5f302c7754757dd183cbaac675d0,52411397f8c93a0f5ea5ffa886516e1d9476ca43b35ac45e70d6f24c8a00d1cf,92,683,369,975
315,Gao,315,,,6.33,Gao_0315,80ddad8b5f123822406dde619b434cf58dae85210d7d29977e0a7d0b22a873bb,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,aa91d502c6af30a01da990efcdb03165378873605e86dbba0f19730f05f3c3de,304a8fc706548f007942520c5efc069b867887f0e236765967fdc02f74877d75,86a22df0c6f3efc73995436b96155f69d1d59c5f696608d9f327250723549811,790,243,610,976
316,Gao,316,,,1.16,Gao_0316,5fa9cfcace2e8108214bcd125bdacebc7394a23cf1f97118494ac1ca76383573,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,1a83798f7b63b5f9ff18d2502cdd8eae25692ccca0ea1e988dd59141630546e4,8669a2c9828b5adefb57cb58658350ced2ddc992956dfdabea5e01e3c59c8a44,7d35f285dbb350161e9719dd06516cf9e241ffcd7e3be8bb1fb75ee9a9367069,127,630,569,977
317,Gao,317,,,0.25,Gao_0317,fa6c04902000ea19b6ac4e673992e7625f168231976094b7977967a5c0b52d2b,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,33098727dd6bd933c7f4228965d0d395500d931f291bac68f088fce6631aaac1,aa5d0aa3f70ecca82995799626d8d3de402b0576914ebd1d90a1cdabef64f5fa,7d1cf2c4f1ce48e6d5c54beffa3858281837f6600c2cea5de89e694b922f841f,230,782,568,978
318,Gao,318,,,6.85,Gao_0318,49300ea87acb9671c768eaa3a303d2cfb3bfcdd0bcbf8e535fbbf9d21b627ed5,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,af4c8c0e4d3e9d4ae1122f9709f15ef726f7de540c53d85d9c0c2d8a13713537,5c8a02a3025f5f7c9463465e5f85eb625525cd8e2a62d5eb7a1c2eca27b7605a,6fd3b45b13f5ca65a9a4bf70a060fcbd02c53f5760f78931eee1253bb385afa7,813,436,507,979
319,Gao,319,,,4.57,Gao_0319,455038948002712c9980dbf69f6d97c7593fbec7373933b23f476714463bc13b,79a9af327ea103eba28cd661ee4a5fbd1877d89cc8909ddb6038947c6ef598a9,8d21a718dd8c81cadb565052488d7e20a6a5630665afaa6251fb9171e1bde134,04590632dad2798881ef5916a6dbf94e0a9b4338b3971d5671bc5a12c4a447e6,c08d5af94235fd81b785eed4db841e70acd851da588b591b34ea631f9395e4b0,650,23,889,980
320,Gao,320,,,3.37,Gao_0320,e7d661de70177d86b50b57163ccc57c253849400145b150c41ca197ccfa5c435,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,900557818cd61d08fd597fc0b24671a5b76af8c872b8ec940be22506a2d24e9f,82727d506a864cf1eea5ea544e2758b7221692b34b6bb45ed4273382ca5f9618,809d1989b87499e27a23c18b56f4788d6889c2a6811d7e7f8b496d25c2c2b09c,662,620,580,981
321,Gao,321,,,4.86,Gao_0321,c7260e62d2baee51f5a52119e8ab07fc5206edf87242ddf6767951c6f71ae157,0200210bcf15d900163b083f37822f819e4cacf358747423834334ad050b737f,2eddc51725d30375727511ea67e7e59e61c9826575299bfef3a53e41bf4812b1,daca73120e96867d96ade0563c023f86dbe3f84722e7ca8b2256ab9ac1815e71,e17e50e310d04e74e4b5fb5ed31affee4903a7920b6cbc081546731fa6c2e647,205,1010,1050,982
