Acceptor,SMILES
A_226,[F]C1=CC2=C(C(/C(C2=O)=C/C3=CC4=C(C(C=C5C(CCCCCC)(CCCCCC)C6=C(SC(/C=C7C(C8=C(C=C(F)C(F)=C8)C\7=C(C#N)\C#N)=O)=C6)C5=C9)=C9C4(CCCCCC)CCCCCC)S3)=C(C#N)\C#N)C=C1[F]
A_227,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(C=C5)CCCCCC)C6=CC=C(CCCCCC)C=C6)=C(C7=C4C=C(C8=CN=C(C9=CC%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C=C(/C=C%14C(C%15=C(C=C(F)C(F)=C%15)C\%14=C(C#N)\C#N)=O)S%11)S9)C=N8)S7)S3
A_228,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC(CCCCCC)=CC=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C%10SC%13=C%12SC(/C=C%14C(C%15=C(C=C(F)C(F)=C%15)C\%14=C(C#N)\C#N)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)=C5S3
A_229,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(OCCCCCCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC)C=C(C%11=C(OCCCCCCCC)C=C(/C=C%12C(C%13=CC(Cl)=C(C=C%13C\%12=C(C#N)\C#N)Cl)=O)S%11)S8)C=C6C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC)S4)S3
A_230,CCCCCCC1=CC=C(C2=C3SC4=C(C3=C(C5=C2C6SC7=C(C6C5)C(C8=C7SC(C9=C(/C(CC%10=O)=C(C#N)\C#N)C%10=CC(F)=C9F)=C8)(C%11=CC=C(C)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(S%13)CCCCCC)SC%14C4C(C%15=CC=C(C)C=C%15)(C%16=CC=C(CCCCCC)C=C%16)C%17=C%14SC(C%18=C(F)C(F)=CC(/C(C%19)=C(C#N)/C#N)=C%18C%19=O)=C%17)S1
A_231,FC1=CC(C2=O)=C(C=C1F)C(/C2=C/C3=CC4=C(C(C(C5=CC=C(CCCCCC)C=C5)6C7=CC=C(CCCCCC)C=C7)=C(C8=C6C9=C(C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)=C(C%13=C%10C%14=C(C(C(C%15=CC=C(CCCCCC)C=C%15)%16C%17=CC=C(CCCCCC)C=C%17)=C(C%18=C%16C%19=C(C(/C=C(/C(C(C=C%20F)=C%21C=C%20F)=C(C#N)\C#N)C%21=O)=CS%19)S%18)S%14)S%13)S9)S8)S4)S3)=C(C#N)/C#N
A_232,O=C(C1=C(SC2=C1SC=C2)C/3=C(C#N)\C#N)C3=C/C4=CC(C5(C(C=C6)=CC=C6CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C(SC8=C9)=C5C8=CC%10=C9C%11=C(C(SC(/C=C%12/C(C(SC%13=C%14SC=C%13)=C%14C%12=O)=C(C#N)/C#N)=C%15)=C%15C%11(C(C=C%16)=CC=C%16CCCCCC)C%17=CC=C(C=C%17)CCCCCC)S%10)S4
A_233,O=C(C1=C(C=CC(C)=C1)C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C(C=C(C)C=C%11)=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C6(CCCCCCCC)CCCCCCCC
A_234,[F]C1=CC2=C(C(/C(C2=O)=C/C3=CC4=C(S3)C(C(C5=CC=C(C=C5)CCCCCC)(C6=CC7=C(C(C8=CC=C(CCCCCC)C=C8)(C9=C7SC%10=C9SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%10)C%13=CC=C(CCCCCC)C=C%13)C=C6%14)C%15=CC=C(C=C%15)CCCCCC)=C%14S4)=C(C#N)/C#N)C=C1[F]
A_235,O=CC(S1)=C(CCCCCC)C=C1C(C(OCCCCCCCCCCCCCCCC)=C2)=CC(OCCCCCCCCCCCCCCCC)=C2C3=CC(CCCCCC)=C(S3)C=O
A_236,O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC(C6(CCCCC7=CC=CC=C7)CCCCC8=CC=CC=C8)=C(C=C5C4(CCCCC9=CC=CC=C9)CCCCC%10=CC=CC=C%10)C(S%11)=C6C=C%11/C=C(C(C%12=C%13C=CC=C%12)=O)/C%13=C(C#N)/C#N
A_237,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(S4)=C(S3)C=C4C5=C(OCCCCCCCC)C6=C(C(C=C(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=CC%12=C(S%11)C=C(/C=C%13C(C(C=C(C(F)=C%14)F)=C%14C\%13=C(C#N)\C#N)=O)S%12)=C9OCCCCCCCC)C%10=C%15)=C%15C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5
A_238,CCCCCC[Si]1(C2=C(C3=C1C=C(/C=C(/C4=C(C#N)\[N+]#[C-])C(C5=C4C=CC(F)=C5)=O)S3)SC6=C2SC7=C6[Si](CCCCCC)(CCCCCC)C8=C7SC(/C=C(/C9=C([N+]#[C-])\C#N)C(C%10=C9C=CC(F)=C%10)=O)=C8)CCCCCC
A_239,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(OCC(CCCC)CC)=C(C4=CC5=C(C6=C(C5(CC(CCCC)CC)CC(CC)CCCC)C=C(C7=C(CC(CCCC)CC)C=C(/C=C8C(C9=CC(F)=C(C=C9C\8=C(C#N)\C#N)F)=O)S7)S6)S4)S3
A_240,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C/C4=CC(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(/C=C%13C(C(C=C(C=CC=C%14)C%14=C%15)=C%15C\%13=C(C#N)\C#N)=O)S%10)C=C85)[Se]4
A_241,O=C(C1=CC(F)=C(F)C=C1C/2=C(C#N)\C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC)C=C(C%11=C(OCC(CC)CCCC)C=C(/C=C%12C(C%13=CC(F)=C(F)C=C%13C\%12=C(C#N)\C#N)=O)S%11)S8)C=C6C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC)S4)S3
A_242,c1(cc2c(cc1F)C(=C(C#N)C#N)/C(=C\c1sc3c(c1)sc1c3C(c3c1cc1c(c3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(s3)cc(s1)/C=C/1\C(=C(C#N)C#N)c3c(C1=O)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=O)F
A_243,O=C(C1=C(C=C(F)C=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(C=C5)CCCCCC)C(C=C6)=CC=C6CCCCCC)=C(C(C=C7C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C4C=C7C%11=C8C%12=C(C=C(/C=C%13/C(C%14=C(C%13=O)C=C(C=C%14)F)=C(C#N)/C#N)S%12)S%11)S3
A_244,c1c(c2c(c(c1)c1ccc3c(c1)C(c1c3c3c(c4c1c1c(C4(CCCC)CCCC)cc(cc1)c1ccc(c4c1nsn4)/C=c/1\sc(=C(C#N)C#N)n(c1=O)CC)c1c(C3(CCCC)CCCC)cc(cc1)c1ccc(c3c1nsn3)/C=c/1\sc(=C(C#N)C#N)n(c1=O)CC)(CCCC)CCCC)nsn2)/C=c/1\sc(=C(C#N)C#N)n(c1=O)CC
A_245,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C%11SC(C%12=C(C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C=C(/C=C%16C(C(C=C(C=CC=C%17)C%17=C%18)=C%18C/%16=C(C#N)/C#N)=O)S%12)=C%13C%11=C9C%19=CC=C(C=C%19)SCC(CCCC)CC)=C8S4
A_246,FC(C=C1C2=CC(C3(CC(CCCC)CC)CC(CCCC)CC)=C(S2)C(S4)=C3C=C4/C=C(C(C5=CC([H])=C(C=C56)[H])=O)/C6=C(C#N)/C#N)=C(C=C1F)C7=CC8=C(C9=C(C8(CC(CCCC)CC)CC(CCCC)CC)C=C(/C=C%10C(C%11=CC([H])=C(C=C%11C\%10=C(C#N)\C#N)[H])=O)S9)S7
A_247,N#C/C(C#N)=C1C(C=CC=C2)=C2C(C/1=C\C(S3)=CC(C4(CCCCCCCC)C5=CC=C(CCCCCC)C=C5)=C3C(C=C67)=C4C=C7C(SC(/C=C8C(C9=C(C\8=C(C#N)\C#N)C=CC=C9)=O)=C%10)=C%10C6(C%11=CC=C(CCCCCC)C=C%11)CCCCCCCC)=O
A_248,O=C(N(C(C1=CC=C([Se]1)/C=C2S/C(N(C\2=O)CC)=C(C#N)\C#N)=C3C(N4CC(CCCC)CC)=O)CC(CCCC)CC)C3=C4C([Se]5)=CC=C5/C=C(C(N/6CC)=O)\SC6=C(C#N)\C#N
A_249,O=C(/C(S/1)=C\C(C2=NN(N=C32)CCCCCCCC)=CC=C3C4=CC5=C(S4)C6=CC7=C(C=C6C5(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C(SC(C(C%10=NN(CCCCCCCC)N=C%11%10)=CC=C%11/C=C%12S/C(N(C\%12=O)CC%13=CC=CC=C%13)=C(C#N)/C#N)=C%14)=C%14C7(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)N(CC%17=CC=CC=C%17)C1=C(C#N)/C#N
A_250,CCN(C/1=O)/C(SC1=C/C2=C3SC(C(OCCCCCCCC)=O)=CC3=C(C4=CC5=C(C6=CC(C(C7=C8SC(C9=C%10C=C(C(OCCCCCCCC)=O)SC%10=C(/C=C(C%11=O)\S/C(N%11CC)=C(C#N)/C#N)S9)=C7)(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C8C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(C=C%15)CCCCCC)S4)S2)=C(C#N)/C#N
A_251,O=C(C1=CC=C([H])C=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=C([H])C=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCCCC)(CCCCCCCC)C8=C7)C(CCCCCCCC)6CCCCCCCC
A_252,c1ccc2c(c1)C(=C(C#N)C#N)/C(=C/c1cc3c(s1)c1c(C3(CCCCCCCC)CCCCCCCC)cc3c(c1)C(c1c3cc3c(c1)c1c(C3(CCCCCCCC)CCCCCCCC)cc(s1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cccc3)(CCCCCCCC)CCCCCCCC)/C2=O
A_253,O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC(C4(C5=CC=C(C=C5)OCCCCCCCC)C6=CC=C(C=C6)OCCCCCCCC)=C(S3)C(C=C78)=C4C=C8C9=CC(C(C%10=CC=C(C=C%10)CCCCCCCCC)(C%11=C%12SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%11)C%15=CC=C(C=C%15)OCCCCCCCC)=C%12C=C9N7CCCCCCCC
A_254,[H]C1=CC2=C(C(/C(C2=O)=C/C3=C(C(OC)=C(C4=CC(SC5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5C=C(C9=C8)C(C(C=C%10)=CC=C%10CCCCCC)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(C%14=C(OC)C(OC)=C(/C=C%15/C(C(C=C(F)C([H])=C%16)=C%16C%15=O)=C(C#N)/C#N)S%14)=C%13)C%17=CC=C(CCCCCC)C=C%17)=C6S4)S3)OC)=C(C#N)\C#N)C=C1F
A_255,O=C1C2=C(C=CC(C)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C(C5=C8C9=CC(SC(CCC(CCCC)CC)=C%10)=C%10S9)=C(C%11=CC(SC(CC(CC)CCCC)=C%12)=C%12S%11)C%13=C8C(C%14(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=CC(CCCCCC)=C%16)=C(S%13)C(S%17)=C%14C=C%17/C=C%18/C(C%19=C(C%18=O)C=C(C)C=C%19)=C(C#N)\C#N)=C(C#N)\C#N
A_256,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=C4SC8=C7C=C9SC%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=C%10SC%13=C%12SC(/C=C%14C(C%15=CC(F)=C(C=C%15C\%14=C(C#N)\C#N)F)=O)=C%13)C%16=CC=C(CCCCCC)C=C%16)C9=C8)C%17=CC=C(CCCCCC)C=C%17)=C5S3
A_257,N#C/C(C#N)=C/C(C1=NSN=C21)=CC=C2C3=CC(SC4=C5C(C6=CC=C(CCCCCCCC)C=C6)(C(C=C7C8=C9C%10=C(C=C(S%10)C%11=CC=C(C%12=NSN=C%11%12)/C=C(C#N)\C#N)S8)=C4C=C7C9(C%13=CC=C(CCCCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCC)C=C%15)=C5S3
A_258,O=C1C2=C(C=CC=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C5C9=C(C%10=C%11%12)C%13=C8C=CC%14=C%13C%11=C(C(CC(CCCCCC)CCCC)=N%14)C%15=C(C(C(C%16=CC=C(CCCCCC)C=C%16)(C%17=CC=C(CCCCCC)C=C%17)C%18=C%19SC(/C=C%20/C(C(C=CC=C%21)=C%21C%20=O)=C(C#N)\C#N)=C%18)=C%19S%15)C%12=CC=C%10N=C9CC(CCCC)CCCCCC)=C(C#N)\C#N
A_259,O=C(C1=C2C=CC=C1)C(/C2=C(C#N)/[N+]#[C-])=C\C3=CC(N(CC(CC)CCCC)C4=C5SC6=C4C(OCC(CCCC)CC)=C7SC(C(SC(/C=C(/C8=C(C#N)\[N+]#[C-])C(C9=C8C=CC=C9)=O)=C%10)=C%10N%11CC(CC)CCCC)=C%11C7=C6OCC(CC)CCCC)=C5S3
A_260,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(C=C5)CCCCCC)C6=CC=C(CCCCCC)C=C6)=C(C7=C4C=C(C8=NN=C(C9=CC%10=C(C%11=C(C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C=C(/C=C%14C(C%15=C(C=C(F)C(F)=C%15)C\%14=C(C#N)\C#N)=O)S%11)S9)C=C8)S7)S3
A_261,CCC(CCCC)CN1C2=C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC7=C5SC(/C=C8C(C(C=C([H])C([H])=C9)=C9C\8=C(C#N)\C#N)=O)=C7)C6=C2)C%10=C1C=C(C%11=C%12C%13=C(C=C(S%13)/C=C%14C(C%15=CC([H])=C(C=C%15C\%14=C(C#N)/C#N)[H])=O)S%11)C(C%12(C%16=CC=C(CCCCCC)C=C%16)C%17CC=C(C=C%17)CCCCCC)=C%10
A_262,O=C(C1=CC=C(Br)C=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC=C3C4=CC=C5C(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C7=CC=C(S7)/C=C8C(C9=CC=C(Br)C=C9C\8=C(C#N)\C#N)=O)=CC=C56)=C4
A_263,FC1=C(C(OC(CC)CCCCC)=O)SC2=C(/C=C3C(C4=C(C=C(C([H])=C4)[H])C\3=C(C#N)\C#N)=O)SC(C5=CC6=C(S5)C7=C(C=C(C(C8(C9C=CC(CCCCCC)=CC9)C%10=CC=C(C=C%10)CCCCCC)=C7)C%11=C8C=C(S%11)C%12=C%13C(SC(C(OC(CC)CCCCC)=O)=C%13F)=C(S%12)/C=C%14C(C%15=C(C=C(C([H])=C%15)[H])C\%14=C(C#N)\C#N)=O)C6(C%16=CC=C(C=C%16)CCCCCC)C%17=CC=C(C=C%17)CCCCCC)=C12
A_264,O=C(C(C(C/1=C(C#N)/C#N)=C2)=CC([H])=C2[H])C1=C/C(S3)=CC4=C3C5=CC(C6(CCCCCCCC)CCCCCCCC)=C(C=C5C4(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C9=C6C(C%10(CCCCCCCC)CCCCCCCC)=C(S9)C%11=C%10C=C(C(SC(/C=C%12/C(C%13=CC([H])=C([H])C=C%13C%12=O)=C(C#N)/C#N)=C%14)=C%14C%15(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)C%15=C%11
A_265,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(COCC(CC)CCC)=C8)(C9=CC(COCC(CC)CCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(COCC(CC)CCC)=CC=C%14)C%15=CC=CC(COCC(CC)CCC)=C%15
A_266,O=C(C1=C(C=CC=C1)C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCC)CCCCCC)C7=C(C=C8C9=C(C=C(S9)/C=C%10C(C%11=CC=CC=C%11C\%10=C(C#N)/C#N)=O)C(CCCCCC)(CCCCCC)C8=C7)C6(CCCCCC)CCCCCC
A_267,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(SCCCCCCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(OC7(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C(C%11=C(SCCCCCCCC)C=C(/C=C%12C(C%13=CC(F)=C(C=C%13C\%12=C(C#N)\C#N)F)=O)S%11)S8)C=C6C(C%14=CC=C(CCCCCC)C=C%14)(O5)C%15=CC=C(CCCCCC)C=C%15)S4)S3
A_268,O=C(C1=CC=C(Br)C=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC=C3C4=CC=C(C5=CC=C(C=C56)C7=CC=C(S7)/C=C8C(C9=CC=C(Br)C=C9C\8=C(C#N)\C#N)=O)C(C6(CCCCCCCC)CCCCCCCC)=C4
A_269,O=C(C(C=C(C([H])=C1)[H])=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(C7=CC=C(CC(CCCCCC)CCCC)C=C7)C8=CC=C(CC(CCCCCC)CCCC)C=C8)C9=C(C=C%10C%11=C(C=C(S%11)/C=C%12C(C(C=C(C([H])=C%13)[H])=C%13C\%12=C(C#N)/C#N)=O)C(C%14=CC=C(CC(CCCCCC)CCCC)C=C%14)(C%15=CC=C(CC(CCCCCC)CCCC)C=C%15)C%10=C9)S6
A_270,O=C(C1=C(C=C(F)C(F)=C1)C/2=C(C#N)\C#N)C2=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(S3)C(S5)=C4C=C5C(C6=NSN=C6C(C7=CC8=C(C9=C(C8(CCCCCCCC)CCCCCCCC)C=C(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)S9)S7)=C%12OCCCCCCCC)=C%12OCCCCCCCC
A_271,O=C(C/1=C\C2=CC3=C(S2)C(SC4=C5C(C6=CC=C(CC(CC)CCCC)S6)=C7SC8=C(C7=C4C9=CC=C(CC(CC)CCCC)S9)C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C8SC(/C=C%13C(C%14=CC(F)=C(F)C=C%14C\%13=C(C#N)/C#N)=O)=C%12)=C5C3(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC(F)=C(F)C=C%17C1=C(C#N)/C#N
A_272,O=C(C1=C(C)SC([CH3])=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(S9)CC(CCCC)CC)=C%10SC(C%11=C(C%12(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C=C(/C=C%15C(C%16=C(SC([CH3])=C%16C\%15=C(C#N)\C#N)[CH3])=O)S%11)=C%12C%10=C8C%17=CC=C(CC(CC)CCCC)S%17)=C7S3
A_273,[H]C1=CC2=C(C(/C(C2=O)=C/C3=CC4=C(C5=C(N4C(CCCCCCCC)CCCCCCCC)C(SC6=C7N(C(CCCCCCCC)CCCCCCCC)C8=C6SC(/C=C9C(C(C=C(C([H])=C%10)[H])=C%10C\9=C(C#N)\C#N)=O)=C8)=C7S5)S3)=C(C#N)\C#N)C=C1[H]
A_274,c12cc(c(cc1C(=O)/C(=C\c1sc3c(c1)[Si](c1c3sc3c1c(c1c(c3OC[C@@H](CC)CCCC)c3c(s1)c1c([Si]3(CCCCCCCC)CCCCCCCC)cc(s1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cc(c(c3)F)F)OC[C@@H](CC)CCCC)(CCCCCCCC)CCCCCCCC)/C2=C(C#N)C#N)F)F
A_275,CCCCCCC(C=C1)=CC=C1C2(C3=C(C4=C2C(C=C([Se]C5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5SC(/C=C9/C(C%10=CC(Br)=C(Br)C=C%10C9=O)=C(C#N)/C#N)=C8)C%11=CC=C(C=C%11)CCCCCC)C6=C%12)=C%12[Se]4)SC(/C=C%13C(C%14=CC(Br)=C(Br)C=C%14C/%13=C(C#N)/C#N)=O)=C3)C(C=C%15)=CC=C%15CCCCCC
A_276,O=C(C(C=C(C(Cl)=C1)Cl)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C(C=C8C9(C%10=CC=C(C=C%10)CCCCCC)C%11=CC=C(C=C%11)CCCCCC)=C5C=C8C%12=C9C%13=C(C=C(S%13)/C=C%14C(C(C=C(C(Cl)=C%15)Cl)=C%15C\%14=C(C#N)\C#N)=O)S%12)S4)S3
A_277,O=C(C1=C(Cl)SC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=C4C([O]CC(CC)CCCC)=C7C(C([O]CC(CCCC)CC)=C8C(SC9=C%10SC(/C=C%11C(C%12=C(Cl)SC=C%12C\%11=C(C#N)\C#N)=O)=C9)=C%10C(C%13=CC=C(CCCCCC)C=C%13)(C%14=CC=C(CCCCCC)C=C%14)C8=C7)=C6)(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=C5S3
A_278,O=C(C(C=C(C(F)=C1)F)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C(C=C8C9(CCCCCCCC)CCCCCCCC)=C(C=C8C%10=CC%11=C(C=C%109)C%12=C(C%13=C(C%12(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C=C(/C=C%16C(C(C=C(C(F)=C%17)F)=C%17C\%16=C(C#N)\C#N)=O)S%13)S%11)S7
A_279,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CSC4=C3SC5=C4C(C6=CC7=C(C(C8=CC=CC(COCCCCC)=C8)(C9=CC(COCCCCC)=CC=C9)C%10=C7SC%11=C%10SC=C%11/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)/C#N)=O)C=C65)(C%14=CC(COCCCCC)=CC=C%14)C%15=CC=CC(COCCCCC)=C%15
A_280,O=C(C(C=CC(C)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C(C5(C(C=C6)=CC=C6CCCCCC)C7=CC=C(C=C7)CCCCCC)=C(C(C=C8C9(C%10=CC=C(C=C%10)CCCCCC)C%11=CC=C(C=C%11)CCCCCC)=C5C=C8C%12=C9C%13=C(C=C(S%13)/C=C%14C(C(C=CC(C)=C%15)=C%15C\%14=C(C#N)\C#N)=O)S%12)S4)S3
A_281,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(CCCCCCCCCCCC)C(S%10)=C(C(CCCCCCCCCCCC)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
A_282,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C8=C5C9=C(C)C(S%10)=C(C(C)=C9S8)C%11=C%10C(S%12)=C(C%11(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C%15=C%12C=C(/C=C%16C(C(C=C(F)C=C%17)=C%17C\%16=C(C#N)/C#N)=O)S%15
A_283,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CSC(C4=CC5=C(C(C=C6C(C7=CC=C(C=C7)CCCCCC)(C8=CC=C(C=C8)CCCCCC)C9=C(SC(C%10=C(OCCCCCCCC)C(/C=C%11C(C%12=CSC=C%12C\%11=C(C#N)\C#N)=O)=CS%10)=C9)C6=C%13)=C%13C5(C(C=C%14)=CC=C%14CCCCCC)C(C=C%15)=CC=C%15CCCCCC)S4)=C3OCCCCCCCC
